tow_event_id,claim_id,vehicle_id,partner_id,origin_zip,origin_city,origin_state,yard_id,tow_distance_miles,tow_request_time,tow_completed_time,tow_duration_hours,tow_type,base_tow_cost,fuel_surcharge,labor_cost,third_party_tow_cost,internal_total_tow_cost,quoted_tow_price,accepted_flag,competitor_estimated_price,gross_tow_margin,outsourced_flag
TOW001446,CLM008635,VEH008635,P037,75024,Plano,TX,YARD_HOU_01,24.0,2025-02-05 20:00:00,2025-02-06 02:44:44,6.7,standard,149,14,78,0,242,361,0,292,119,0
TOW001447,CLM008786,VEH008786,P016,77002,Houston,TX,YARD_HOU_01,16.5,2025-05-16 22:00:00,2025-05-16 23:58:46,2.0,long_distance,126,18,65,0,209,323,0,270,114,0
TOW001448,CLM004602,VEH004602,P004,77520,Baytown,TX,YARD_HOU_01,91.3,2025-06-19 19:00:00,2025-06-20 04:09:10,9.2,long_distance,358,54,199,851,851,1013,1,1066,162,1
TOW001449,CLM009073,VEH009073,P023,75149,Mesquite,TX,YARD_OKC_01,52.6,2025-06-25 21:00:00,2025-06-26 07:14:56,10.2,standard,238,40,130,482,482,633,1,674,151,1
TOW001450,CLM007070,VEH007070,P015,77002,Houston,TX,YARD_DAL_01,28.8,2025-03-12 10:00:00,2025-03-12 17:35:11,7.6,long_distance,164,19,87,0,270,390,0,417,120,0
TOW001451,CLM006822,VEH006822,P010,76010,Arlington,TX,YARD_DAL_01,14.5,2025-07-04 18:00:00,2025-07-04 22:31:03,4.5,standard,120,12,61,0,193,269,0,282,76,0
TOW001452,CLM001333,VEH001333,P007,75024,Plano,TX,YARD_AUS_01,45.9,2025-03-19 13:00:00,2025-03-19 17:19:01,4.3,priority,217,54,118,0,389,579,0,581,190,0
TOW001453,CLM008594,VEH008594,P015,78701,Austin,TX,YARD_AUS_01,30.0,2025-05-01 09:00:00,2025-05-01 15:10:48,6.2,after_hours,168,31,89,0,288,346,0,364,58,0
TOW001454,CLM005053,VEH005053,P011,77520,Baytown,TX,YARD_AUS_01,16.3,2025-01-14 07:00:00,2025-01-14 14:27:04,7.5,priority,126,10,64,295,295,353,0,344,58,1
TOW001455,CLM000572,VEH000572,P037,77520,Baytown,TX,YARD_DAL_01,12.0,2025-01-12 16:00:00,2025-01-12 23:21:44,7.4,standard,112,13,57,0,182,266,1,263,84,0
TOW001456,CLM000106,VEH000106,P028,78664,Round Rock,TX,YARD_HOU_01,69.1,2025-06-28 11:00:00,2025-06-28 21:48:25,10.8,standard,289,68,159,0,517,748,1,692,231,0
TOW001457,CLM006756,VEH006756,P013,77002,Houston,TX,YARD_OKC_01,7.7,2025-01-24 22:00:00,2025-01-25 02:31:36,4.5,standard,99,6,49,0,154,236,0,201,82,0
TOW001458,CLM006393,VEH006393,P037,78701,Austin,TX,YARD_OKC_01,19.0,2025-07-17 10:00:00,2025-07-17 13:29:46,3.5,after_hours,134,18,69,0,221,253,0,231,32,0
TOW001459,CLM006611,VEH006611,P030,77520,Baytown,TX,YARD_OKC_01,24.7,2025-04-25 14:00:00,2025-04-25 22:44:09,8.7,standard,152,14,79,0,245,355,1,297,110,0
TOW001460,CLM005702,VEH005702,P003,73102,Oklahoma City,OK,YARD_HOU_01,29.8,2025-01-27 21:00:00,2025-01-28 08:30:19,11.5,heavy_vehicle,387,35,219,0,641,769,0,760,128,0
TOW001461,CLM001548,VEH001548,P014,77002,Houston,TX,YARD_HOU_01,17.1,2025-04-26 18:00:00,2025-04-27 01:25:13,7.4,long_distance,128,11,66,0,205,275,0,285,70,0
TOW001462,CLM004050,VEH004050,P037,75201,Dallas,TX,YARD_OKC_01,13.8,2025-06-29 21:00:00,2025-06-30 04:28:07,7.5,long_distance,118,15,60,0,193,292,0,328,99,0
TOW001463,CLM009138,VEH009138,P015,76010,Arlington,TX,YARD_OKC_01,18.7,2025-01-30 07:00:00,2025-01-30 12:32:06,5.5,priority,133,18,69,0,220,286,0,291,66,0
TOW001464,CLM009475,VEH009475,P004,75024,Plano,TX,YARD_DAL_01,27.8,2025-01-15 19:00:00,2025-01-16 02:10:49,7.2,standard,161,22,85,0,268,372,1,516,104,0
TOW001465,CLM009426,VEH009426,P032,78664,Round Rock,TX,YARD_DAL_01,55.5,2025-01-31 12:00:00,2025-01-31 21:50:23,9.8,priority,247,35,135,0,417,495,0,581,78,0
TOW001466,CLM009236,VEH009236,P022,75201,Dallas,TX,YARD_HOU_01,58.5,2025-03-06 14:00:00,2025-03-06 20:30:28,6.5,standard,256,50,140,0,446,598,0,617,152,0
TOW001467,CLM003145,VEH003145,P019,78701,Austin,TX,YARD_DAL_01,10.3,2025-02-08 14:00:00,2025-02-08 21:43:09,7.7,standard,107,8,54,0,169,226,0,173,57,0
TOW001468,CLM009246,VEH009246,P007,75024,Plano,TX,YARD_DAL_01,41.0,2025-03-26 21:00:00,2025-03-27 01:43:34,4.7,standard,202,27,109,0,337,476,0,422,139,0
TOW001469,CLM007959,VEH007959,P020,73102,Oklahoma City,OK,YARD_DAL_01,49.9,2025-04-09 16:00:00,2025-04-09 21:50:01,5.8,standard,230,53,125,0,408,553,0,578,145,0
TOW001470,CLM009558,VEH009558,P003,76010,Arlington,TX,YARD_OKC_01,12.4,2025-05-21 10:00:00,2025-05-21 18:23:40,8.4,priority,113,14,57,0,185,236,0,231,51,0
TOW001471,CLM005954,VEH005954,P040,77520,Baytown,TX,YARD_OKC_01,30.6,2025-02-15 21:00:00,2025-02-16 04:21:01,7.4,standard,170,26,90,0,285,400,0,406,115,0
TOW001472,CLM001399,VEH001399,P014,77520,Baytown,TX,YARD_OKC_01,6.9,2025-04-20 07:00:00,2025-04-20 10:52:34,3.9,priority,96,8,47,0,152,184,0,203,32,0
TOW001473,CLM006188,VEH006188,P005,76010,Arlington,TX,YARD_AUS_01,14.3,2025-02-22 21:00:00,2025-02-23 05:36:29,8.6,standard,119,14,61,0,194,287,1,262,93,0
TOW001474,CLM001395,VEH001395,P028,75201,Dallas,TX,YARD_AUS_01,9.2,2025-05-10 17:00:00,2025-05-10 21:48:06,4.8,after_hours,104,6,52,0,161,188,1,178,27,0
TOW001475,CLM008636,VEH008636,P002,78664,Round Rock,TX,YARD_OKC_01,64.3,2025-07-03 12:00:00,2025-07-03 19:07:26,7.1,standard,274,66,151,0,491,578,0,609,87,0
TOW001476,CLM000868,VEH000868,P035,75201,Dallas,TX,YARD_OKC_01,15.5,2025-03-20 20:00:00,2025-03-21 04:12:26,8.2,long_distance,123,10,63,0,196,300,0,338,104,0
TOW001477,CLM009915,VEH009915,P008,77520,Baytown,TX,YARD_HOU_01,7.8,2025-06-08 07:00:00,2025-06-08 08:29:48,1.5,priority,99,4,49,257,257,306,1,276,49,1
TOW001478,CLM000432,VEH000432,P015,75149,Mesquite,TX,YARD_DAL_01,18.2,2025-05-13 21:00:00,2025-05-14 05:49:40,8.8,long_distance,131,21,68,0,220,280,1,295,60,0
TOW001479,CLM003194,VEH003194,P013,78664,Round Rock,TX,YARD_HOU_01,44.2,2025-01-31 18:00:00,2025-02-01 00:05:04,6.1,standard,212,26,115,0,353,430,0,469,77,0
TOW001480,CLM007133,VEH007133,P024,78701,Austin,TX,YARD_DAL_01,34.4,2025-03-08 16:00:00,2025-03-09 00:23:43,8.4,standard,182,23,97,0,301,364,0,325,63,0
TOW001481,CLM009697,VEH009697,P034,77002,Houston,TX,YARD_OKC_01,8.2,2025-05-09 15:00:00,2025-05-09 20:28:56,5.5,priority,100,9,50,0,159,227,0,310,68,0
TOW001482,CLM008075,VEH008075,P024,77002,Houston,TX,YARD_OKC_01,25.1,2025-04-15 16:00:00,2025-04-15 22:28:45,6.5,standard,153,27,80,459,459,711,1,733,252,1
TOW001483,CLM007343,VEH007343,P008,75149,Mesquite,TX,YARD_DAL_01,17.7,2025-07-28 20:00:00,2025-07-28 22:11:42,2.2,standard,130,12,67,0,208,259,0,224,51,0
TOW001484,CLM002882,VEH002882,P003,75149,Mesquite,TX,YARD_DAL_01,40.7,2025-07-16 13:00:00,2025-07-16 20:12:19,7.2,after_hours,201,32,108,409,409,550,0,517,141,1
TOW001485,CLM001342,VEH001342,P015,77002,Houston,TX,YARD_AUS_01,15.0,2025-04-05 11:00:00,2025-04-05 16:08:15,5.1,standard,122,17,62,0,200,228,1,176,28,0
TOW001486,CLM005430,VEH005430,P031,78701,Austin,TX,YARD_DAL_01,18.7,2025-05-17 20:00:00,2025-05-18 01:26:16,5.4,long_distance,133,19,69,0,220,288,1,284,68,0
TOW001487,CLM001226,VEH001226,P015,75024,Plano,TX,YARD_DAL_01,7.7,2025-01-30 12:00:00,2025-01-30 16:33:53,4.6,standard,99,9,49,330,330,466,0,378,136,1
TOW001488,CLM009140,VEH009140,P022,73102,Oklahoma City,OK,YARD_AUS_01,18.7,2025-02-25 15:00:00,2025-02-25 17:17:22,2.3,priority,133,21,69,0,222,273,1,289,51,0
TOW001489,CLM007409,VEH007409,P015,77002,Houston,TX,YARD_AUS_01,43.8,2025-04-04 12:00:00,2025-04-04 17:06:07,5.1,priority,211,40,114,0,365,426,0,508,61,0
TOW001490,CLM004905,VEH004905,P023,75024,Plano,TX,YARD_DAL_01,5.1,2025-04-23 17:00:00,2025-04-23 22:32:11,5.5,standard,91,3,44,0,138,163,0,181,25,0
TOW001491,CLM008097,VEH008097,P015,78664,Round Rock,TX,YARD_HOU_01,24.7,2025-02-28 19:00:00,2025-02-28 22:16:49,3.3,standard,152,16,79,351,351,393,1,411,42,1
TOW001492,CLM002119,VEH002119,P026,77520,Baytown,TX,YARD_DAL_01,20.2,2025-01-20 14:00:00,2025-01-20 19:31:59,5.5,after_hours,138,23,71,310,310,455,0,493,145,1
TOW001493,CLM001977,VEH001977,P024,77002,Houston,TX,YARD_AUS_01,7.8,2025-04-07 07:00:00,2025-04-07 08:42:18,1.7,priority,99,9,49,0,157,223,0,182,66,0
TOW001494,CLM002799,VEH002799,P008,78701,Austin,TX,YARD_AUS_01,6.2,2025-04-18 18:00:00,2025-04-18 22:05:23,4.1,standard,94,6,46,0,146,187,1,171,41,0
TOW001495,CLM008644,VEH008644,P040,78664,Round Rock,TX,YARD_AUS_01,19.2,2025-01-20 06:00:00,2025-01-20 10:12:30,4.2,after_hours,135,22,70,0,226,318,0,291,92,0
TOW001496,CLM006420,VEH006420,P007,73102,Oklahoma City,OK,YARD_DAL_01,22.6,2025-03-25 20:00:00,2025-03-26 01:06:17,5.1,long_distance,145,23,76,0,244,306,1,320,62,0
TOW001497,CLM006698,VEH006698,P011,75024,Plano,TX,YARD_HOU_01,21.2,2025-04-13 18:00:00,2025-04-13 22:08:41,4.1,standard,141,18,73,0,232,343,0,393,111,0
TOW001498,CLM005881,VEH005881,P023,78664,Round Rock,TX,YARD_DAL_01,19.8,2025-07-18 17:00:00,2025-07-18 22:04:15,5.1,priority,136,19,71,0,226,275,1,276,49,0
TOW001499,CLM003490,VEH003490,P028,77002,Houston,TX,YARD_AUS_01,51.0,2025-02-22 09:00:00,2025-02-22 19:06:58,10.1,standard,233,35,127,0,395,606,0,610,211,0
TOW001500,CLM008574,VEH008574,P019,75149,Mesquite,TX,YARD_HOU_01,76.6,2025-03-26 20:00:00,2025-03-27 07:33:30,11.6,after_hours,312,48,173,674,674,775,1,719,101,1
TOW001501,CLM001707,VEH001707,P029,75201,Dallas,TX,YARD_OKC_01,10.1,2025-01-04 06:00:00,2025-01-04 11:00:29,5.0,long_distance,106,11,53,0,170,203,1,210,33,0
TOW001502,CLM007162,VEH007162,P013,77002,Houston,TX,YARD_DAL_01,68.8,2025-07-02 13:00:00,2025-07-03 00:35:09,11.6,standard,288,56,159,713,713,1023,1,1237,310,1
TOW001503,CLM009361,VEH009361,P015,75024,Plano,TX,YARD_AUS_01,21.7,2025-06-28 07:00:00,2025-06-28 13:17:40,6.3,standard,142,16,74,0,232,271,0,351,39,0
TOW001504,CLM009175,VEH009175,P005,75201,Dallas,TX,YARD_DAL_01,48.5,2025-04-17 07:00:00,2025-04-17 13:45:47,6.8,standard,225,43,122,0,391,443,0,402,52,0
TOW001505,CLM002522,VEH002522,P028,78701,Austin,TX,YARD_OKC_01,14.3,2025-07-12 07:00:00,2025-07-12 15:42:02,8.7,standard,119,10,61,0,190,215,1,255,25,0
TOW001506,CLM006930,VEH006930,P037,77002,Houston,TX,YARD_OKC_01,12.0,2025-06-11 09:00:00,2025-06-11 14:54:10,5.9,after_hours,112,8,57,0,177,232,1,217,55,0
TOW001507,CLM002724,VEH002724,P037,78701,Austin,TX,YARD_OKC_01,32.8,2025-02-24 15:00:00,2025-02-24 21:04:38,6.1,standard,177,32,94,0,303,438,0,497,135,0
TOW001508,CLM004571,VEH004571,P024,78701,Austin,TX,YARD_OKC_01,12.4,2025-07-26 20:00:00,2025-07-27 04:23:09,8.4,standard,113,8,57,0,178,216,0,230,38,0
TOW001509,CLM009026,VEH009026,P039,78664,Round Rock,TX,YARD_AUS_01,24.6,2025-04-16 08:00:00,2025-04-16 12:05:49,4.1,priority,151,28,79,0,259,382,1,408,123,0
TOW001510,CLM007915,VEH007915,P037,78664,Round Rock,TX,YARD_HOU_01,4.8,2025-06-03 21:00:00,2025-06-03 23:31:59,2.5,long_distance,90,4,44,0,137,206,0,196,69,0
TOW001511,CLM008386,VEH008386,P028,73102,Oklahoma City,OK,YARD_DAL_01,55.2,2025-01-30 13:00:00,2025-01-30 19:23:42,6.4,standard,246,53,134,577,577,873,0,734,296,1
TOW001512,CLM001339,VEH001339,P013,77520,Baytown,TX,YARD_HOU_01,47.0,2025-02-21 13:00:00,2025-02-21 19:57:35,7.0,standard,221,48,120,0,389,453,1,399,64,0
TOW001513,CLM009047,VEH009047,P021,77002,Houston,TX,YARD_OKC_01,68.4,2025-05-09 19:00:00,2025-05-10 06:43:57,11.7,standard,287,68,158,0,514,705,1,756,191,0
TOW001514,CLM003877,VEH003877,P014,78701,Austin,TX,YARD_AUS_01,11.0,2025-03-30 10:00:00,2025-03-30 12:49:42,2.8,long_distance,109,7,55,0,171,215,0,238,44,0
TOW001515,CLM001245,VEH001245,P013,77002,Houston,TX,YARD_DAL_01,13.5,2025-04-09 12:00:00,2025-04-09 19:43:57,7.7,priority,117,15,59,0,191,269,1,273,78,0
TOW001516,CLM004282,VEH004282,P014,75024,Plano,TX,YARD_DAL_01,18.6,2025-01-07 12:00:00,2025-01-07 20:25:41,8.4,after_hours,133,12,68,0,213,330,0,357,117,0
TOW001517,CLM006039,VEH006039,P015,75149,Mesquite,TX,YARD_AUS_01,11.7,2025-01-10 12:00:00,2025-01-10 18:45:24,6.8,priority,111,11,56,0,179,256,1,293,77,0
TOW001518,CLM006709,VEH006709,P002,75024,Plano,TX,YARD_AUS_01,16.5,2025-01-16 12:00:00,2025-01-16 19:22:18,7.4,after_hours,126,10,65,0,201,248,0,233,47,0
TOW001519,CLM007063,VEH007063,P029,76010,Arlington,TX,YARD_HOU_01,16.0,2025-04-12 20:00:00,2025-04-13 00:32:53,4.5,priority,125,13,64,0,201,237,0,285,36,0
TOW001520,CLM000024,VEH000024,P038,75149,Mesquite,TX,YARD_OKC_01,24.1,2025-03-05 06:00:00,2025-03-05 08:23:56,2.4,standard,150,15,78,373,373,488,1,542,115,1
TOW001521,CLM002567,VEH002567,P028,75024,Plano,TX,YARD_DAL_01,23.3,2025-07-07 22:00:00,2025-07-08 05:08:52,7.1,after_hours,147,19,77,0,243,316,1,307,73,0
TOW001522,CLM004019,VEH004019,P026,78664,Round Rock,TX,YARD_AUS_01,12.1,2025-06-24 08:00:00,2025-06-24 13:38:46,5.6,long_distance,113,14,57,0,183,264,0,273,81,0
TOW001523,CLM003772,VEH003772,P003,75201,Dallas,TX,YARD_OKC_01,25.6,2025-04-27 08:00:00,2025-04-27 13:04:50,5.1,after_hours,154,17,81,339,339,525,0,528,186,1
TOW001524,CLM006878,VEH006878,P034,73102,Oklahoma City,OK,YARD_OKC_01,22.1,2025-04-05 22:00:00,2025-04-06 01:11:06,3.2,priority,144,26,75,418,418,598,0,649,180,1
TOW001525,CLM000503,VEH000503,P037,75024,Plano,TX,YARD_OKC_01,36.1,2025-03-31 14:00:00,2025-04-01 01:23:49,11.4,heavy_vehicle,407,41,230,812,812,1231,1,1499,419,1
TOW001526,CLM007414,VEH007414,P007,75201,Dallas,TX,YARD_DAL_01,36.4,2025-07-27 13:00:00,2025-07-27 22:46:08,9.8,standard,188,37,101,0,325,403,0,366,78,0
TOW001527,CLM000358,VEH000358,P024,75024,Plano,TX,YARD_DAL_01,8.3,2025-01-23 06:00:00,2025-01-23 10:32:53,4.5,standard,101,6,50,242,242,311,1,364,69,1
TOW001528,CLM001147,VEH001147,P002,73102,Oklahoma City,OK,YARD_HOU_01,39.8,2025-04-07 21:00:00,2025-04-08 00:21:06,3.4,standard,198,24,107,0,329,459,0,468,130,0
TOW001529,CLM009729,VEH009729,P039,76010,Arlington,TX,YARD_AUS_01,21.4,2025-07-07 22:00:00,2025-07-08 00:31:17,2.5,standard,141,20,74,0,235,312,0,340,77,0
TOW001530,CLM007434,VEH007434,P021,78664,Round Rock,TX,YARD_OKC_01,32.5,2025-02-15 14:00:00,2025-02-16 00:49:32,10.8,heavy_vehicle,396,28,224,862,862,1296,0,1499,434,1
TOW001531,CLM000185,VEH000185,P007,75024,Plano,TX,YARD_OKC_01,72.1,2025-04-11 12:00:00,2025-04-11 17:43:32,5.7,standard,299,52,165,664,664,874,1,1030,210,1
TOW001532,CLM000080,VEH000080,P013,76010,Arlington,TX,YARD_DAL_01,28.9,2024-12-31 19:00:00,2024-12-31 21:44:24,2.7,standard,165,17,87,386,386,486,0,468,100,1
TOW001533,CLM001638,VEH001638,P028,78664,Round Rock,TX,YARD_OKC_01,30.6,2025-07-23 16:00:00,2025-07-24 01:09:54,9.2,standard,170,32,90,0,292,429,1,468,137,0
TOW001534,CLM009786,VEH009786,P039,76010,Arlington,TX,YARD_OKC_01,22.7,2025-04-02 21:00:00,2025-04-02 23:18:48,2.3,standard,145,16,76,0,237,350,1,335,113,0
TOW001535,CLM009048,VEH009048,P005,78701,Austin,TX,YARD_AUS_01,8.1,2025-01-23 06:00:00,2025-01-23 07:45:43,1.8,standard,100,9,50,0,159,200,0,165,41,0
TOW001536,CLM006262,VEH006262,P039,73102,Oklahoma City,OK,YARD_OKC_01,7.6,2025-06-16 10:00:00,2025-06-16 16:32:03,6.5,long_distance,99,6,49,0,153,209,0,226,56,0
TOW001537,CLM002287,VEH002287,P014,75024,Plano,TX,YARD_DAL_01,12.5,2025-04-06 15:00:00,2025-04-06 19:28:11,4.5,standard,114,10,58,0,181,235,0,244,54,0
TOW001538,CLM005229,VEH005229,P037,75201,Dallas,TX,YARD_OKC_01,6.3,2025-05-13 10:00:00,2025-05-13 16:28:33,6.5,long_distance,95,5,46,0,146,219,1,198,73,0
TOW001539,CLM004436,VEH004436,P028,73102,Oklahoma City,OK,YARD_HOU_01,23.0,2025-04-04 21:00:00,2025-04-05 01:16:57,4.3,priority,146,22,76,0,245,335,1,412,90,0
TOW001540,CLM008144,VEH008144,P039,77520,Baytown,TX,YARD_HOU_01,13.2,2025-03-02 14:00:00,2025-03-02 17:59:22,4.0,long_distance,116,10,59,0,185,283,0,336,98,0
TOW001541,CLM007160,VEH007160,P007,77520,Baytown,TX,YARD_OKC_01,80.3,2025-06-01 07:00:00,2025-06-01 15:49:13,8.8,long_distance,324,86,180,661,661,741,0,800,80,1
TOW001542,CLM007327,VEH007327,P040,77002,Houston,TX,YARD_HOU_01,18.3,2025-03-02 12:00:00,2025-03-02 15:17:35,3.3,long_distance,132,11,68,0,210,238,1,258,28,0
TOW001543,CLM006717,VEH006717,P022,73102,Oklahoma City,OK,YARD_AUS_01,13.8,2025-03-06 10:00:00,2025-03-06 14:08:14,4.1,after_hours,118,14,60,403,403,475,1,395,72,1
TOW001544,CLM005013,VEH005013,P040,78664,Round Rock,TX,YARD_DAL_01,17.6,2025-04-13 19:00:00,2025-04-14 00:03:10,5.1,after_hours,130,18,67,0,214,283,1,280,69,0
TOW001545,CLM008336,VEH008336,P002,75201,Dallas,TX,YARD_AUS_01,18.0,2025-06-27 07:00:00,2025-06-27 09:30:05,2.5,priority,131,15,67,0,213,305,0,329,92,0
TOW001546,CLM009989,VEH009989,P040,78664,Round Rock,TX,YARD_HOU_01,27.6,2025-02-16 10:00:00,2025-02-16 14:51:14,4.9,standard,161,16,85,0,262,296,0,289,34,0
TOW001547,CLM004409,VEH004409,P014,77002,Houston,TX,YARD_AUS_01,15.4,2025-05-12 12:00:00,2025-05-12 17:15:05,5.3,after_hours,123,9,63,0,195,268,0,183,73,0
TOW001548,CLM001174,VEH001174,P014,77002,Houston,TX,YARD_OKC_01,99.8,2025-03-19 15:00:00,2025-03-20 01:49:40,10.8,standard,384,68,215,840,840,1224,0,1298,384,1
TOW001549,CLM007078,VEH007078,P005,75201,Dallas,TX,YARD_HOU_01,11.5,2025-06-05 15:00:00,2025-06-05 22:24:06,7.4,standard,111,13,56,329,329,450,0,401,121,1
TOW001550,CLM008914,VEH008914,P029,78664,Round Rock,TX,YARD_AUS_01,14.5,2025-05-24 19:00:00,2025-05-25 01:38:21,6.6,after_hours,120,14,61,0,195,236,1,277,41,0
TOW001551,CLM002563,VEH002563,P013,78664,Round Rock,TX,YARD_DAL_01,16.1,2025-05-29 07:00:00,2025-05-29 12:08:55,5.1,standard,125,17,64,0,206,255,1,227,49,0
TOW001552,CLM008211,VEH008211,P026,77002,Houston,TX,YARD_HOU_01,51.3,2025-07-02 14:00:00,2025-07-02 23:22:32,9.4,standard,234,48,127,0,410,507,1,541,97,0
TOW001553,CLM008437,VEH008437,P026,78701,Austin,TX,YARD_AUS_01,19.4,2025-06-29 14:00:00,2025-06-29 17:14:18,3.2,long_distance,135,23,70,0,228,263,1,258,35,0
TOW001554,CLM008420,VEH008420,P023,76010,Arlington,TX,YARD_AUS_01,3.8,2025-02-23 20:00:00,2025-02-23 21:51:21,1.9,standard,87,3,42,0,132,171,0,167,39,0
TOW001555,CLM007756,VEH007756,P030,77520,Baytown,TX,YARD_HOU_01,10.8,2025-03-06 18:00:00,2025-03-07 01:33:55,7.6,standard,108,6,54,0,169,201,0,205,32,0
TOW001556,CLM009672,VEH009672,P013,73102,Oklahoma City,OK,YARD_OKC_01,11.1,2025-06-23 22:00:00,2025-06-24 00:39:34,2.7,standard,109,7,55,302,302,424,1,435,122,1
TOW001557,CLM006176,VEH006176,P003,75201,Dallas,TX,YARD_OKC_01,33.7,2025-02-04 19:00:00,2025-02-05 00:00:02,5.0,long_distance,179,22,96,0,298,456,0,492,158,0
TOW001558,CLM000314,VEH000314,P014,77520,Baytown,TX,YARD_OKC_01,10.1,2025-05-29 17:00:00,2025-05-30 01:13:44,8.2,standard,106,9,53,0,168,244,0,263,76,0
TOW001559,CLM002061,VEH002061,P007,76010,Arlington,TX,YARD_AUS_01,19.0,2025-07-04 08:00:00,2025-07-04 10:08:42,2.1,standard,134,21,69,0,224,294,0,361,70,0
TOW001560,CLM001207,VEH001207,P036,77520,Baytown,TX,YARD_DAL_01,6.2,2025-05-05 10:00:00,2025-05-05 13:15:59,3.3,standard,94,4,46,0,144,204,1,238,60,0
TOW001561,CLM008240,VEH008240,P004,77520,Baytown,TX,YARD_AUS_01,9.3,2025-04-04 19:00:00,2025-04-05 01:31:01,6.5,standard,104,10,52,0,166,220,0,204,54,0
TOW001562,CLM003004,VEH003004,P015,77002,Houston,TX,YARD_OKC_01,23.1,2025-02-11 11:00:00,2025-02-11 16:12:13,5.2,standard,147,20,77,364,364,535,1,535,171,1
TOW001563,CLM004687,VEH004687,P037,77520,Baytown,TX,YARD_AUS_01,40.7,2025-04-29 19:00:00,2025-04-30 03:58:52,9.0,after_hours,201,31,108,0,341,455,0,439,114,0
TOW001564,CLM003016,VEH003016,P037,73102,Oklahoma City,OK,YARD_OKC_01,4.9,2025-07-18 17:00:00,2025-07-18 20:13:17,3.2,standard,90,5,44,0,139,200,1,208,61,0
TOW001565,CLM007922,VEH007922,P007,77002,Houston,TX,YARD_OKC_01,92.3,2025-04-19 09:00:00,2025-04-19 15:22:39,6.4,standard,361,84,201,715,715,823,0,764,108,1
TOW001566,CLM006360,VEH006360,P026,73102,Oklahoma City,OK,YARD_OKC_01,30.7,2025-01-08 21:00:00,2025-01-09 03:53:44,6.9,standard,170,22,90,0,282,360,1,359,78,0
TOW001567,CLM008818,VEH008818,P029,75201,Dallas,TX,YARD_AUS_01,15.2,2025-04-04 12:00:00,2025-04-04 16:07:44,4.1,priority,122,10,62,304,304,455,1,500,151,1
TOW001568,CLM005087,VEH005087,P014,75024,Plano,TX,YARD_HOU_01,13.7,2025-07-14 19:00:00,2025-07-15 02:48:54,7.8,standard,117,14,60,0,192,224,0,203,32,0
TOW001569,CLM004335,VEH004335,P010,75201,Dallas,TX,YARD_DAL_01,44.7,2025-02-14 17:00:00,2025-02-15 02:59:01,10.0,standard,214,42,115,0,371,488,0,539,117,0
TOW001570,CLM009154,VEH009154,P005,76010,Arlington,TX,YARD_OKC_01,14.1,2025-03-16 08:00:00,2025-03-16 12:06:21,4.1,standard,119,16,60,0,195,270,1,319,75,0
TOW001571,CLM000492,VEH000492,P035,76010,Arlington,TX,YARD_HOU_01,21.6,2025-03-17 07:00:00,2025-03-17 12:38:49,5.6,priority,142,20,74,283,283,382,0,334,99,1
TOW001572,CLM009477,VEH009477,P023,77002,Houston,TX,YARD_OKC_01,9.6,2025-05-06 17:00:00,2025-05-06 20:59:48,4.0,standard,105,9,52,0,166,251,1,271,85,0
TOW001573,CLM004076,VEH004076,P035,75201,Dallas,TX,YARD_HOU_01,15.4,2025-06-14 16:00:00,2025-06-14 19:59:12,4.0,standard,123,13,63,0,198,225,0,259,27,0
TOW001574,CLM002529,VEH002529,P007,76010,Arlington,TX,YARD_HOU_01,35.4,2025-03-08 19:00:00,2025-03-09 02:21:05,7.4,long_distance,185,31,99,371,371,550,1,429,179,1
TOW001575,CLM006478,VEH006478,P019,77002,Houston,TX,YARD_OKC_01,23.3,2025-05-14 07:00:00,2025-05-14 14:58:34,8.0,standard,147,16,77,0,240,353,0,332,113,0
TOW001576,CLM009277,VEH009277,P008,78664,Round Rock,TX,YARD_DAL_01,39.4,2025-02-25 08:00:00,2025-02-25 16:35:00,8.6,standard,197,23,106,0,326,446,1,355,120,0
TOW001577,CLM008467,VEH008467,P014,73102,Oklahoma City,OK,YARD_OKC_01,19.2,2025-02-13 11:00:00,2025-02-13 16:40:17,5.7,standard,135,19,70,0,223,342,0,321,119,0
TOW001578,CLM002517,VEH002517,P034,76010,Arlington,TX,YARD_HOU_01,11.1,2025-01-21 07:00:00,2025-01-21 09:50:30,2.8,standard,109,6,55,0,171,244,1,244,73,0
TOW001579,CLM006363,VEH006363,P015,78701,Austin,TX,YARD_OKC_01,80.7,2025-07-20 06:00:00,2025-07-20 13:23:26,7.4,priority,325,59,180,732,732,1037,0,1029,305,1
TOW001580,CLM009763,VEH009763,P005,75024,Plano,TX,YARD_DAL_01,31.6,2025-07-26 13:00:00,2025-07-26 20:46:35,7.8,priority,173,36,92,0,301,377,1,268,76,0
TOW001581,CLM008849,VEH008849,P028,77520,Baytown,TX,YARD_AUS_01,18.4,2025-05-20 20:00:00,2025-05-21 03:16:05,7.3,long_distance,132,21,68,0,221,248,1,221,27,0
TOW001582,CLM006812,VEH006812,P011,73102,Oklahoma City,OK,YARD_AUS_01,14.4,2025-04-22 08:00:00,2025-04-22 12:43:11,4.7,standard,120,15,61,0,196,252,0,272,56,0
TOW001583,CLM004604,VEH004604,P027,76010,Arlington,TX,YARD_OKC_01,53.2,2025-04-12 14:00:00,2025-04-12 22:43:06,8.7,after_hours,240,48,131,0,419,647,1,738,228,0
