yard_id,yard_name,region,zone_id,row_id,slot_id,zone_type,distance_to_gate_meters,distance_to_office_meters,distance_to_loading_area_meters,capacity,current_occupancy,occupancy_rate,congestion_score,accessibility_score,equipment_required,surface_type,indoor_flag,active_flag
YARD_HOU_01,Houston East Yard,Texas,NR,NR01,NR01-013,non_running,534,662,640,1,1,1.00,73,60,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH01,LTH01-014,long_term_hold,1377,1446,1467,1,1,1.00,43,55,loader,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA01,FA01-015,fast_access,83,221,283,1,1,1.00,24,95,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A01,A01-016,standard,351,496,433,1,0,0.00,68,65,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B01,B01-017,standard,315,413,445,1,1,1.00,31,55,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF01,OF01-018,overflow,1047,1194,846,1,1,1.00,71,30,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV01,HV01-019,heavy_vehicle,1220,1126,1308,1,1,1.00,42,37,heavy_tow,gravel,0,0
YARD_HOU_01,Houston East Yard,Texas,NR,NR01,NR01-020,non_running,1044,1073,846,1,1,1.00,81,62,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH01,LTH01-021,long_term_hold,1521,1540,1602,1,0,0.00,55,50,loader,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA01,FA01-022,fast_access,65,24,284,1,1,1.00,37,86,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A01,A01-023,standard,443,286,518,1,1,1.00,37,55,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B01,B01-024,standard,564,565,553,1,1,1.00,66,61,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF01,OF01-025,overflow,1369,1498,1336,1,1,1.00,76,42,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV02,HV02-001,heavy_vehicle,856,981,883,1,1,1.00,48,48,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR02,NR02-002,non_running,845,888,1001,1,1,1.00,56,54,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH02,LTH02-003,long_term_hold,821,743,652,1,0,0.00,39,39,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA02,FA02-004,fast_access,126,291,20,1,1,1.00,45,83,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A02,A02-005,standard,625,654,445,1,1,1.00,30,57,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B02,B02-006,standard,590,735,399,1,1,1.00,64,75,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF02,OF02-007,overflow,1862,2038,2053,1,1,1.00,88,15,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV02,HV02-008,heavy_vehicle,1252,1210,1346,1,1,1.00,73,51,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR02,NR02-009,non_running,594,478,515,1,0,0.00,81,35,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH02,LTH02-010,long_term_hold,1104,951,1261,1,1,1.00,50,43,loader,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA02,FA02-011,fast_access,180,198,137,1,1,1.00,28,99,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A02,A02-012,standard,379,221,292,1,1,1.00,54,84,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B02,B02-013,standard,254,153,445,1,1,1.00,57,64,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF02,OF02-014,overflow,1362,1449,1536,1,1,1.00,88,45,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV02,HV02-015,heavy_vehicle,1244,1384,1038,1,1,1.00,64,56,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR02,NR02-016,non_running,741,698,930,1,1,1.00,80,49,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH02,LTH02-017,long_term_hold,1228,1202,1135,1,0,0.00,59,25,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA02,FA02-018,fast_access,127,210,67,1,0,0.00,14,99,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A02,A02-019,standard,374,337,289,1,1,1.00,56,78,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B02,B02-020,standard,435,329,276,1,1,1.00,64,66,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF02,OF02-021,overflow,1858,1719,2072,1,1,1.00,60,39,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV02,HV02-022,heavy_vehicle,954,887,1125,1,1,1.00,71,62,heavy_tow,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR02,NR02-023,non_running,577,633,601,1,1,1.00,76,43,forklift,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH02,LTH02-024,long_term_hold,1055,984,1069,1,0,0.00,50,52,loader,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA02,FA02-025,fast_access,157,104,131,1,1,1.00,30,82,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A03,A03-001,standard,445,422,466,1,1,1.00,36,72,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B03,B03-002,standard,368,398,334,1,1,1.00,56,68,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF03,OF03-003,overflow,1218,1175,1414,1,0,0.00,96,19,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV03,HV03-004,heavy_vehicle,691,631,545,1,0,0.00,70,48,heavy_tow,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR03,NR03-005,non_running,834,742,1048,1,1,1.00,40,46,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH03,LTH03-006,long_term_hold,1023,1153,827,1,1,1.00,56,34,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA03,FA03-007,fast_access,55,217,20,1,1,1.00,23,90,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A03,A03-008,standard,750,652,709,1,1,1.00,41,66,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B03,B03-009,standard,383,498,252,1,1,1.00,61,73,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF03,OF03-010,overflow,1515,1583,1335,1,1,1.00,92,30,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV03,HV03-011,heavy_vehicle,1096,1108,1091,1,1,1.00,44,62,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR03,NR03-012,non_running,423,423,365,1,1,1.00,45,45,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH03,LTH03-013,long_term_hold,1319,1344,1481,1,0,0.00,50,33,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA03,FA03-014,fast_access,145,49,297,1,1,1.00,20,87,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A03,A03-015,standard,261,149,73,1,1,1.00,38,60,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B03,B03-016,standard,235,117,68,1,1,1.00,26,79,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF03,OF03-017,overflow,1648,1633,1654,1,1,1.00,79,22,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV03,HV03-018,heavy_vehicle,624,630,647,1,1,1.00,36,36,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR03,NR03-019,non_running,628,744,498,1,1,1.00,75,63,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH03,LTH03-020,long_term_hold,1466,1574,1573,1,1,1.00,65,53,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA03,FA03-021,fast_access,128,20,134,1,1,1.00,40,99,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A03,A03-022,standard,190,99,146,1,1,1.00,25,71,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B03,B03-023,standard,683,743,871,1,1,1.00,55,64,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF03,OF03-024,overflow,864,991,867,1,1,1.00,95,26,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV03,HV03-025,heavy_vehicle,1204,1178,1024,1,1,1.00,59,61,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR04,NR04-001,non_running,977,1089,1171,1,1,1.00,84,52,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH04,LTH04-002,long_term_hold,770,936,783,1,1,1.00,36,29,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA04,FA04-003,fast_access,165,30,218,1,1,1.00,22,92,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A04,A04-004,standard,308,267,134,1,1,1.00,70,69,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B04,B04-005,standard,530,625,500,1,1,1.00,51,64,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF04,OF04-006,overflow,1526,1440,1334,1,1,1.00,65,41,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV04,HV04-007,heavy_vehicle,1006,974,1204,1,1,1.00,65,40,heavy_tow,gravel,0,0
YARD_HOU_01,Houston East Yard,Texas,NR,NR04,NR04-008,non_running,1081,1147,987,1,1,1.00,55,59,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH04,LTH04-009,long_term_hold,1171,1117,1193,1,0,0.00,31,41,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA04,FA04-010,fast_access,122,243,168,1,1,1.00,20,83,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A04,A04-011,standard,549,446,449,1,1,1.00,28,82,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B04,B04-012,standard,351,315,135,1,1,1.00,42,73,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF04,OF04-013,overflow,1823,1708,1730,1,1,1.00,98,19,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV04,HV04-014,heavy_vehicle,1083,1243,893,1,0,0.00,56,64,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR04,NR04-015,non_running,1068,1027,1010,1,1,1.00,74,41,forklift,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH04,LTH04-016,long_term_hold,1474,1412,1264,1,0,0.00,47,50,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA04,FA04-017,fast_access,74,138,140,1,1,1.00,26,83,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A04,A04-018,standard,371,450,291,1,1,1.00,59,66,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B04,B04-019,standard,747,817,678,1,1,1.00,35,57,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF04,OF04-020,overflow,1779,1813,1934,1,1,1.00,60,39,forklift,paved,0,0
YARD_HOU_01,Houston East Yard,Texas,HV,HV04,HV04-021,heavy_vehicle,822,694,939,1,1,1.00,74,42,heavy_tow,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR04,NR04-022,non_running,544,462,637,1,1,1.00,73,66,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH04,LTH04-023,long_term_hold,1029,903,831,1,1,1.00,32,28,loader,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA04,FA04-024,fast_access,48,20,20,1,1,1.00,22,85,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A04,A04-025,standard,718,583,685,1,1,1.00,64,77,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B05,B05-001,standard,193,73,212,1,1,1.00,38,75,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF05,OF05-002,overflow,1701,1856,1617,1,1,1.00,83,40,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV05,HV05-003,heavy_vehicle,761,866,590,1,1,1.00,39,65,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR05,NR05-004,non_running,744,711,815,1,1,1.00,52,47,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH05,LTH05-005,long_term_hold,1467,1633,1542,1,0,0.00,60,38,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA05,FA05-006,fast_access,149,270,134,1,1,1.00,16,87,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A05,A05-007,standard,633,639,845,1,1,1.00,47,83,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B05,B05-008,standard,620,739,509,1,1,1.00,45,74,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF05,OF05-009,overflow,1370,1413,1150,1,1,1.00,83,45,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV05,HV05-010,heavy_vehicle,1060,1054,843,1,1,1.00,36,51,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR05,NR05-011,non_running,672,773,736,1,0,0.00,41,52,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH05,LTH05-012,long_term_hold,796,706,711,1,1,1.00,27,39,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA05,FA05-013,fast_access,99,143,170,1,1,1.00,26,91,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A05,A05-014,standard,674,809,873,1,1,1.00,36,70,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B05,B05-015,standard,487,522,307,1,1,1.00,27,78,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF05,OF05-016,overflow,1534,1587,1375,1,1,1.00,82,43,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV05,HV05-017,heavy_vehicle,1118,1281,1093,1,1,1.00,73,64,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR05,NR05-018,non_running,676,629,534,1,1,1.00,74,44,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH05,LTH05-019,long_term_hold,1102,1200,928,1,1,1.00,53,49,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA05,FA05-020,fast_access,140,223,212,1,1,1.00,19,86,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A05,A05-021,standard,588,494,758,1,1,1.00,57,68,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B05,B05-022,standard,679,806,774,1,1,1.00,50,75,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF05,OF05-023,overflow,1346,1351,1476,1,1,1.00,64,23,forklift,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV05,HV05-024,heavy_vehicle,1137,1074,1081,1,1,1.00,61,48,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR05,NR05-025,non_running,662,728,761,1,1,1.00,50,57,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH06,LTH06-001,long_term_hold,1537,1456,1704,1,0,0.00,39,31,loader,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA06,FA06-002,fast_access,53,40,20,1,1,1.00,25,86,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A06,A06-003,standard,662,777,550,1,1,1.00,26,65,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B06,B06-004,standard,444,356,579,1,1,1.00,60,70,none,gravel,0,0
YARD_HOU_01,Houston East Yard,Texas,OF,OF06,OF06-005,overflow,939,881,1123,1,1,1.00,76,20,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV06,HV06-006,heavy_vehicle,926,904,1045,1,1,1.00,35,37,heavy_tow,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR06,NR06-007,non_running,460,632,437,1,0,0.00,41,53,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH06,LTH06-008,long_term_hold,1426,1571,1478,1,1,1.00,31,53,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA06,FA06-009,fast_access,157,268,93,1,1,1.00,45,82,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A06,A06-010,standard,535,529,435,1,1,1.00,68,66,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B06,B06-011,standard,462,500,659,1,1,1.00,28,75,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF06,OF06-012,overflow,1423,1464,1539,1,1,1.00,74,19,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV06,HV06-013,heavy_vehicle,983,939,976,1,1,1.00,74,62,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR06,NR06-014,non_running,669,576,554,1,1,1.00,78,56,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH06,LTH06-015,long_term_hold,1400,1508,1249,1,1,1.00,37,52,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA06,FA06-016,fast_access,77,189,225,1,1,1.00,20,92,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A06,A06-017,standard,210,260,145,1,0,0.00,45,83,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B06,B06-018,standard,460,367,334,1,1,1.00,34,79,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF06,OF06-019,overflow,1396,1541,1294,1,1,1.00,98,33,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV06,HV06-020,heavy_vehicle,531,680,551,1,1,1.00,65,39,heavy_tow,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR06,NR06-021,non_running,746,684,641,1,1,1.00,71,65,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH06,LTH06-022,long_term_hold,715,658,882,1,1,1.00,42,55,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA06,FA06-023,fast_access,152,118,150,1,1,1.00,41,92,none,gravel,1,1
YARD_HOU_01,Houston East Yard,Texas,A,A06,A06-024,standard,569,701,653,1,1,1.00,45,67,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B06,B06-025,standard,219,80,124,1,1,1.00,58,58,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF07,OF07-001,overflow,930,1092,735,1,1,1.00,95,27,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV07,HV07-002,heavy_vehicle,761,751,854,1,1,1.00,53,49,heavy_tow,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR07,NR07-003,non_running,495,591,332,1,1,1.00,69,63,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH07,LTH07-004,long_term_hold,1412,1417,1422,1,1,1.00,59,29,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA07,FA07-005,fast_access,91,263,235,1,1,1.00,39,84,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A07,A07-006,standard,296,179,344,1,1,1.00,70,69,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B07,B07-007,standard,703,824,677,1,1,1.00,64,85,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF07,OF07-008,overflow,1536,1452,1399,1,1,1.00,96,42,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV07,HV07-009,heavy_vehicle,1179,1247,1106,1,1,1.00,38,48,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR07,NR07-010,non_running,484,453,270,1,1,1.00,52,35,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH07,LTH07-011,long_term_hold,1256,1217,1147,1,0,0.00,25,44,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA07,FA07-012,fast_access,144,20,49,1,1,1.00,38,84,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A07,A07-013,standard,392,566,350,1,1,1.00,28,60,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B07,B07-014,standard,485,380,478,1,1,1.00,46,84,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF07,OF07-015,overflow,1432,1362,1445,1,1,1.00,98,33,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV07,HV07-016,heavy_vehicle,486,514,460,1,1,1.00,40,59,heavy_tow,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR07,NR07-017,non_running,913,815,1048,1,1,1.00,44,53,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH07,LTH07-018,long_term_hold,1123,1276,932,1,0,0.00,58,31,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA07,FA07-019,fast_access,175,324,358,1,1,1.00,15,97,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A07,A07-020,standard,504,663,465,1,1,1.00,41,71,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B07,B07-021,standard,688,780,881,1,1,1.00,58,78,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF07,OF07-022,overflow,1444,1522,1544,1,1,1.00,72,15,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV07,HV07-023,heavy_vehicle,662,672,621,1,1,1.00,74,48,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR07,NR07-024,non_running,361,331,545,1,1,1.00,80,47,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH07,LTH07-025,long_term_hold,1263,1273,1217,1,1,1.00,45,49,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA08,FA08-001,fast_access,47,60,171,1,1,1.00,21,88,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A08,A08-002,standard,319,433,270,1,1,1.00,55,59,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B08,B08-003,standard,237,238,301,1,1,1.00,58,64,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF08,OF08-004,overflow,1529,1512,1739,1,0,0.00,82,17,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV08,HV08-005,heavy_vehicle,1091,1241,1070,1,1,1.00,69,61,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR08,NR08-006,non_running,665,644,656,1,1,1.00,85,55,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH08,LTH08-007,long_term_hold,1080,1030,1128,1,0,0.00,53,51,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA08,FA08-008,fast_access,49,20,238,1,1,1.00,22,84,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A08,A08-009,standard,675,588,848,1,1,1.00,58,64,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B08,B08-010,standard,708,566,723,1,1,1.00,68,59,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF08,OF08-011,overflow,1087,1231,911,1,1,1.00,60,24,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV08,HV08-012,heavy_vehicle,555,554,346,1,1,1.00,68,59,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR08,NR08-013,non_running,564,545,616,1,1,1.00,60,47,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH08,LTH08-014,long_term_hold,820,718,607,1,1,1.00,42,29,loader,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA08,FA08-015,fast_access,66,69,20,1,1,1.00,23,99,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A08,A08-016,standard,430,443,486,1,1,1.00,35,57,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B08,B08-017,standard,662,529,486,1,1,1.00,68,56,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF08,OF08-018,overflow,1763,1704,1908,1,1,1.00,82,24,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV08,HV08-019,heavy_vehicle,530,609,359,1,1,1.00,64,53,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR08,NR08-020,non_running,1077,1031,930,1,1,1.00,69,65,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH08,LTH08-021,long_term_hold,1072,1252,1021,1,0,0.00,50,30,loader,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA08,FA08-022,fast_access,156,53,115,1,1,1.00,41,82,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A08,A08-023,standard,536,428,523,1,1,1.00,63,73,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B08,B08-024,standard,513,507,565,1,1,1.00,60,75,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF08,OF08-025,overflow,1338,1424,1314,1,1,1.00,75,32,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV09,HV09-001,heavy_vehicle,1160,1222,1230,1,0,0.00,72,48,heavy_tow,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR09,NR09-002,non_running,591,724,799,1,1,1.00,51,39,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH09,LTH09-003,long_term_hold,1174,1241,1044,1,1,1.00,45,42,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA09,FA09-004,fast_access,67,245,20,1,1,1.00,34,92,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A09,A09-005,standard,180,292,109,1,1,1.00,34,76,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B09,B09-006,standard,380,373,451,1,0,0.00,38,76,none,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF09,OF09-007,overflow,1740,1893,1781,1,1,1.00,82,17,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV09,HV09-008,heavy_vehicle,751,618,531,1,0,0.00,38,46,heavy_tow,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR09,NR09-009,non_running,717,677,718,1,0,0.00,47,53,forklift,dirt,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH09,LTH09-010,long_term_hold,1025,1144,913,1,1,1.00,49,37,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA09,FA09-011,fast_access,88,112,298,1,1,1.00,45,94,none,gravel,0,1
