allocation_scenario_id,simulation_run_id,vehicle_id,yard_id,allocation_strategy,assigned_zone_id,assigned_slot_id,vehicle_priority_score,zone_accessibility_score,simulated_retrieval_duration_minutes,simulated_wait_time_minutes,simulated_travel_distance_meters,blocked_vehicle_count_estimate,high_priority_flag,retrieval_under_15_min_flag,priority_weighted_time,allocation_efficiency_score
ALC006322,RUN001,VEH001581,YARD_OKC_01,first_available,A,A19-014,80.1,56,39.3,59.4,768,3,1,0,31.5,84
ALC006323,RUN001,VEH001581,YARD_OKC_01,priority_based,B,B20-011,80.1,69,36.5,53.9,760,3,1,0,29.2,90
ALC006324,RUN001,VEH001581,YARD_OKC_01,optimized,FA,FA04-017,80.1,98,16.7,24.6,313,0,1,0,13.3,100
ALC006325,RUN001,VEH001582,YARD_DAL_01,random,B,B01-003,84.0,85,33.7,38.0,434,0,1,0,28.3,100
ALC006326,RUN001,VEH001582,YARD_DAL_01,first_available,A,A04-004,84.0,58,31.9,52.1,692,0,1,0,26.8,96
ALC006327,RUN001,VEH001582,YARD_DAL_01,priority_based,A,A17-015,84.0,65,26.7,41.1,444,3,1,0,22.5,96
ALC006328,RUN001,VEH001582,YARD_DAL_01,optimized,B,B01-010,84.0,83,18.2,27.0,316,0,1,0,15.3,100
ALC006329,RUN001,VEH001583,YARD_HOU_01,random,B,B10-009,89.0,55,35.3,39.0,600,4,1,0,31.4,84
ALC006330,RUN001,VEH001583,YARD_HOU_01,first_available,A,A15-002,89.0,60,27.0,39.8,612,3,1,0,24.1,94
ALC006331,RUN001,VEH001583,YARD_HOU_01,priority_based,A,A11-004,89.0,77,22.4,26.0,283,5,1,0,20.0,100
ALC006332,RUN001,VEH001583,YARD_HOU_01,optimized,FA,FA08-008,89.0,84,10.3,36.5,248,0,1,1,9.2,100
ALC006333,RUN001,VEH001584,YARD_HOU_01,random,B,B03-009,83.0,73,39.4,63.1,608,2,1,0,32.7,91
ALC006334,RUN001,VEH001584,YARD_HOU_01,first_available,B,B07-021,83.0,78,40.5,53.7,741,4,1,0,33.6,88
ALC006335,RUN001,VEH001584,YARD_HOU_01,priority_based,FA,FA02-004,83.0,83,23.9,37.8,365,2,1,0,19.8,100
ALC006336,RUN001,VEH001584,YARD_HOU_01,optimized,FA,FA07-019,83.0,97,14.5,26.9,428,0,1,1,12.0,100
ALC006337,RUN001,VEH001585,YARD_OKC_01,random,HV,HV09-008,85.5,47,64.6,71.8,1310,6,1,0,55.2,56
ALC006338,RUN001,VEH001585,YARD_OKC_01,first_available,B,B07-021,85.5,72,17.4,51.1,456,0,1,0,14.9,100
ALC006339,RUN001,VEH001585,YARD_OKC_01,priority_based,A,A03-015,85.5,76,25.4,36.5,474,1,1,0,21.7,100
ALC006340,RUN001,VEH001585,YARD_OKC_01,optimized,A,A18-004,85.5,81,33.6,44.3,790,5,1,0,28.7,100
ALC006341,RUN001,VEH001586,YARD_OKC_01,random,NR,NR19-011,82.3,58,41.9,61.2,1042,4,1,0,34.4,80
ALC006342,RUN001,VEH001586,YARD_OKC_01,first_available,A,A04-004,82.3,66,29.8,39.3,833,3,1,0,24.5,94
ALC006343,RUN001,VEH001586,YARD_OKC_01,priority_based,FA,FA18-017,82.3,92,19.2,46.6,312,3,1,0,15.8,100
ALC006344,RUN001,VEH001586,YARD_OKC_01,optimized,A,A11-011,82.3,80,15.0,25.3,950,0,1,0,12.4,100
ALC006345,RUN001,VEH001587,YARD_AUS_01,random,NR,NR06-007,83.4,63,57.4,67.9,987,4,1,0,47.9,70
ALC006346,RUN001,VEH001587,YARD_AUS_01,first_available,NR,NR03-005,83.4,49,41.8,58.7,724,3,1,0,34.9,79
ALC006347,RUN001,VEH001587,YARD_AUS_01,priority_based,FA,FA09-011,83.4,99,29.0,47.4,114,3,1,0,24.2,100
ALC006348,RUN001,VEH001587,YARD_AUS_01,optimized,A,A15-009,83.4,83,20.0,43.3,390,1,1,0,16.6,100
ALC006349,RUN001,VEH001588,YARD_AUS_01,random,NR,NR13-014,83.7,69,61.8,67.6,710,7,1,0,51.7,63
ALC006350,RUN001,VEH001588,YARD_AUS_01,first_available,A,A04-025,83.7,64,36.1,61.3,854,1,1,0,30.2,93
ALC006351,RUN001,VEH001588,YARD_AUS_01,priority_based,B,B11-019,83.7,73,21.7,34.6,368,0,1,0,18.2,100
ALC006352,RUN001,VEH001588,YARD_AUS_01,optimized,FA,FA20-009,83.7,83,13.1,29.6,267,1,1,1,10.9,100
ALC006353,RUN001,VEH001589,YARD_DAL_01,random,NR,NR15-020,70.6,59,42.4,62.6,984,0,0,0,29.9,88
ALC006354,RUN001,VEH001589,YARD_DAL_01,first_available,NR,NR11-022,70.6,67,52.2,72.9,1128,3,0,0,36.9,78
ALC006355,RUN001,VEH001589,YARD_DAL_01,priority_based,B,B05-015,70.6,58,26.6,51.2,465,0,0,0,18.8,100
ALC006356,RUN001,VEH001589,YARD_DAL_01,optimized,FA,FA03-007,70.6,90,32.4,44.8,286,2,0,0,22.9,100
ALC006357,RUN001,VEH001590,YARD_OKC_01,random,A,A19-021,87.5,79,29.8,36.8,584,0,1,0,26.0,100
ALC006358,RUN001,VEH001590,YARD_OKC_01,first_available,B,B19-015,87.5,63,33.5,50.9,986,1,1,0,29.3,94
ALC006359,RUN001,VEH001590,YARD_OKC_01,priority_based,A,A10-015,87.5,72,23.6,53.0,618,0,1,0,20.6,100
ALC006360,RUN001,VEH001590,YARD_OKC_01,optimized,A,A06-017,87.5,79,33.6,43.1,706,5,1,0,29.4,100
ALC006361,RUN001,VEH001591,YARD_DAL_01,random,HV,HV18-014,69.1,60,50.6,75.2,1127,3,0,0,35.0,77
ALC006362,RUN001,VEH001591,YARD_DAL_01,first_available,HV,HV14-009,69.1,65,42.6,67.8,1333,3,0,0,29.5,84
ALC006363,RUN001,VEH001591,YARD_DAL_01,priority_based,HV,HV14-016,69.1,38,25.1,39.3,973,0,0,0,17.3,94
ALC006364,RUN001,VEH001591,YARD_DAL_01,optimized,B,B14-007,69.1,73,23.1,34.2,802,0,0,0,16.0,100
ALC006365,RUN001,VEH001592,YARD_AUS_01,random,B,B19-008,80.5,85,29.5,54.4,406,0,1,0,23.7,100
ALC006366,RUN001,VEH001592,YARD_AUS_01,first_available,B,B08-010,80.5,58,45.8,58.1,859,3,1,0,36.9,79
ALC006367,RUN001,VEH001592,YARD_AUS_01,priority_based,FA,FA11-024,80.5,97,12.9,18.2,121,0,1,1,10.4,100
ALC006368,RUN001,VEH001592,YARD_AUS_01,optimized,A,A09-019,80.5,72,37.8,60.8,902,5,1,0,30.4,94
ALC006369,RUN001,VEH001593,YARD_DAL_01,random,HV,HV18-021,69.0,49,37.6,68.7,659,4,0,0,26.0,80
ALC006370,RUN001,VEH001593,YARD_DAL_01,first_available,HV,HV20-020,69.0,46,27.7,53.8,1143,2,0,0,19.1,91
ALC006371,RUN001,VEH001593,YARD_DAL_01,priority_based,HV,HV10-018,69.0,55,18.3,31.8,891,1,0,0,12.6,100
ALC006372,RUN001,VEH001593,YARD_DAL_01,optimized,B,B20-018,69.0,66,20.6,47.6,791,3,0,0,14.2,100
ALC006373,RUN001,VEH001594,YARD_DAL_01,random,HV,HV12-024,77.2,55,39.3,52.6,599,4,1,0,30.3,81
ALC006374,RUN001,VEH001594,YARD_DAL_01,first_available,LTH,LTH03-020,77.2,29,39.5,62.9,1052,3,1,0,30.5,74
ALC006375,RUN001,VEH001594,YARD_DAL_01,priority_based,FA,FA17-007,77.2,98,19.9,25.3,330,2,1,0,15.3,100
ALC006376,RUN001,VEH001594,YARD_DAL_01,optimized,B,B12-022,77.2,75,27.6,42.6,862,4,1,0,21.3,100
ALC006377,RUN001,VEH001595,YARD_AUS_01,random,NR,NR12-018,69.9,35,56.0,63.1,1330,3,0,0,39.2,64
ALC006378,RUN001,VEH001595,YARD_AUS_01,first_available,B,B03-023,69.9,76,27.0,38.3,804,0,0,0,18.9,100
ALC006379,RUN001,VEH001595,YARD_AUS_01,priority_based,NR,NR13-021,69.9,47,22.9,41.8,726,1,0,0,16.0,97
ALC006380,RUN001,VEH001595,YARD_AUS_01,optimized,B,B16-006,69.9,84,29.1,37.3,351,4,0,0,20.3,100
ALC006381,RUN001,VEH001596,YARD_DAL_01,random,FA,FA15-022,92.9,92,16.2,24.6,140,0,1,0,15.1,100
ALC006382,RUN001,VEH001596,YARD_DAL_01,first_available,LTH,LTH05-019,92.9,35,35.5,57.2,952,3,1,0,32.9,79
ALC006383,RUN001,VEH001596,YARD_DAL_01,priority_based,B,B16-006,92.9,66,21.5,38.6,313,2,1,0,19.9,100
ALC006384,RUN001,VEH001596,YARD_DAL_01,optimized,B,B04-019,92.9,65,36.4,71.3,752,7,1,0,33.8,89
ALC006385,RUN001,VEH001597,YARD_AUS_01,random,B,B04-012,86.4,67,31.3,41.0,506,0,1,0,27.0,99
ALC006386,RUN001,VEH001597,YARD_AUS_01,first_available,NR,NR12-018,86.4,35,37.3,49.4,1176,1,1,0,32.2,82
ALC006387,RUN001,VEH001597,YARD_AUS_01,priority_based,FA,FA17-014,86.4,93,34.5,43.6,369,4,1,0,29.8,98
ALC006388,RUN001,VEH001597,YARD_AUS_01,optimized,FA,FA09-004,86.4,95,22.7,33.5,286,4,1,0,19.6,100
ALC006389,RUN001,VEH001598,YARD_HOU_01,random,HV,HV01-012,67.4,39,50.2,62.4,1191,1,0,0,33.9,73
ALC006390,RUN001,VEH001598,YARD_HOU_01,first_available,HV,HV05-010,67.4,51,48.6,72.0,1248,1,0,0,32.8,79
ALC006391,RUN001,VEH001598,YARD_HOU_01,priority_based,HV,HV19-024,67.4,38,39.3,56.6,1187,2,0,0,26.5,79
ALC006392,RUN001,VEH001598,YARD_HOU_01,optimized,FA,FA10-021,67.4,99,24.8,32.1,328,1,0,0,16.7,100
ALC006393,RUN001,VEH001599,YARD_OKC_01,random,B,B04-019,79.9,62,48.5,62.8,563,2,1,0,38.7,81
ALC006394,RUN001,VEH001599,YARD_OKC_01,first_available,B,B19-008,79.9,57,38.3,60.8,431,2,1,0,30.6,87
ALC006395,RUN001,VEH001599,YARD_OKC_01,priority_based,FA,FA01-001,79.9,88,35.2,55.5,330,2,1,0,28.1,100
ALC006396,RUN001,VEH001599,YARD_OKC_01,optimized,A,A07-020,79.9,79,27.6,44.8,503,3,1,0,22.0,100
ALC006397,RUN001,VEH001600,YARD_OKC_01,random,B,B02-006,91.8,70,37.4,59.1,786,1,1,0,34.3,94
ALC006398,RUN001,VEH001600,YARD_OKC_01,first_available,LTH,LTH07-018,91.8,25,45.2,52.3,1497,4,1,0,41.5,66
ALC006399,RUN001,VEH001600,YARD_OKC_01,priority_based,FA,FA12-006,91.8,83,25.7,46.2,98,6,1,0,23.6,97
ALC006400,RUN001,VEH001600,YARD_OKC_01,optimized,A,A14-020,91.8,60,19.9,38.5,707,2,1,0,18.3,100
ALC006401,RUN001,VEH001601,YARD_OKC_01,random,NR,NR13-021,90.2,40,34.8,59.9,582,2,1,0,31.4,83
ALC006402,RUN001,VEH001601,YARD_OKC_01,first_available,NR,NR07-003,90.2,67,51.7,77.9,805,6,1,0,46.6,72
ALC006403,RUN001,VEH001601,YARD_OKC_01,priority_based,B,B17-023,90.2,56,22.4,39.9,349,3,1,0,20.2,96
ALC006404,RUN001,VEH001601,YARD_OKC_01,optimized,A,A16-019,90.2,72,20.6,41.4,857,0,1,0,18.6,100
ALC006405,RUN001,VEH001602,YARD_OKC_01,random,A,A01-002,86.1,67,25.5,46.2,320,2,1,0,22.0,100
ALC006406,RUN001,VEH001602,YARD_OKC_01,first_available,LTH,LTH14-025,86.1,44,38.1,59.6,1153,4,1,0,32.8,78
ALC006407,RUN001,VEH001602,YARD_OKC_01,priority_based,A,A05-014,86.1,69,24.5,49.0,472,3,1,0,21.1,99
ALC006408,RUN001,VEH001602,YARD_OKC_01,optimized,FA,FA17-021,86.1,85,16.9,26.1,223,2,1,0,14.6,100
ALC006409,RUN001,VEH001603,YARD_AUS_01,random,NR,NR03-005,76.1,49,42.7,57.1,569,3,1,0,32.5,79
ALC006410,RUN001,VEH001603,YARD_AUS_01,first_available,A,A04-025,76.1,64,27.8,43.7,755,0,1,0,21.2,100
ALC006411,RUN001,VEH001603,YARD_AUS_01,priority_based,FA,FA07-012,76.1,96,16.2,25.7,268,0,1,0,12.4,100
ALC006412,RUN001,VEH001603,YARD_AUS_01,optimized,FA,FA04-003,76.1,86,21.7,38.0,210,4,1,0,16.5,100
ALC006413,RUN001,VEH001604,YARD_AUS_01,random,FA,FA12-006,89.5,85,27.7,46.9,275,0,1,0,24.8,100
ALC006414,RUN001,VEH001604,YARD_AUS_01,first_available,B,B16-013,89.5,81,55.8,74.3,904,8,1,0,49.9,70
ALC006415,RUN001,VEH001604,YARD_AUS_01,priority_based,FA,FA15-008,89.5,97,39.4,62.1,250,6,1,0,35.3,92
ALC006416,RUN001,VEH001604,YARD_AUS_01,optimized,FA,FA14-019,89.5,84,24.5,38.7,213,4,1,0,21.9,100
ALC006417,RUN001,VEH001605,YARD_OKC_01,random,A,A07-006,81.8,69,39.7,51.2,840,1,1,0,32.5,92
ALC006418,RUN001,VEH001605,YARD_OKC_01,first_available,NR,NR05-004,81.8,41,43.7,64.9,866,3,1,0,35.8,75
ALC006419,RUN001,VEH001605,YARD_OKC_01,priority_based,A,A19-014,81.8,56,36.2,54.1,653,3,1,0,29.6,86
ALC006420,RUN001,VEH001605,YARD_OKC_01,optimized,A,A17-008,81.8,68,30.8,40.5,976,2,1,0,25.2,100
ALC006421,RUN001,VEH001606,YARD_OKC_01,random,B,B01-017,62.6,61,38.6,46.2,401,3,0,0,24.1,86
ALC006422,RUN001,VEH001606,YARD_OKC_01,first_available,OF,OF12-002,62.6,16,48.6,77.2,898,4,0,0,30.4,61
ALC006423,RUN001,VEH001606,YARD_OKC_01,priority_based,OF,OF10-010,62.6,17,44.1,69.4,1519,4,0,0,27.6,64
ALC006424,RUN001,VEH001606,YARD_OKC_01,optimized,A,A15-002,62.6,69,19.8,40.5,684,0,0,0,12.4,100
ALC006425,RUN001,VEH001607,YARD_DAL_01,random,OF,OF03-003,87.2,28,62.5,94.6,1688,6,1,0,54.5,50
ALC006426,RUN001,VEH001607,YARD_DAL_01,first_available,B,B01-024,87.2,82,36.4,57.8,689,6,1,0,31.7,89
ALC006427,RUN001,VEH001607,YARD_DAL_01,priority_based,B,B12-001,87.2,60,23.6,55.4,450,3,1,0,20.6,97
ALC006428,RUN001,VEH001607,YARD_DAL_01,optimized,FA,FA07-019,87.2,89,13.3,28.1,339,0,1,1,11.6,100
ALC006429,RUN001,VEH001608,YARD_AUS_01,random,NR,NR07-003,87.1,44,37.3,50.1,1033,1,1,0,32.5,85
ALC006430,RUN001,VEH001608,YARD_AUS_01,first_available,A,A01-023,87.1,71,30.1,63.0,447,2,1,0,26.3,98
ALC006431,RUN001,VEH001608,YARD_AUS_01,priority_based,B,B07-007,87.1,77,27.5,44.5,746,2,1,0,24.0,100
ALC006432,RUN001,VEH001608,YARD_AUS_01,optimized,FA,FA14-012,87.1,86,30.9,58.5,333,7,1,0,27.0,100
ALC006433,RUN001,VEH001609,YARD_HOU_01,random,NR,NR11-008,84.6,46,40.6,54.9,770,0,1,0,34.4,85
ALC006434,RUN001,VEH001609,YARD_HOU_01,first_available,NR,NR07-024,84.6,47,50.7,73.5,434,6,1,0,42.9,66
ALC006435,RUN001,VEH001609,YARD_HOU_01,priority_based,A,A09-019,84.6,75,21.8,47.2,368,1,1,0,18.4,100
ALC006436,RUN001,VEH001609,YARD_HOU_01,optimized,FA,FA16-025,84.6,97,21.5,35.0,239,1,1,0,18.2,100
ALC006437,RUN001,VEH001610,YARD_HOU_01,random,A,A18-004,82.5,80,34.5,55.5,664,4,1,0,28.4,94
ALC006438,RUN001,VEH001610,YARD_HOU_01,first_available,OF,OF14-022,82.5,15,43.3,86.8,1430,4,1,0,35.7,64
ALC006439,RUN001,VEH001610,YARD_HOU_01,priority_based,A,A02-012,82.5,84,17.2,42.8,469,2,1,0,14.2,100
ALC006440,RUN001,VEH001610,YARD_HOU_01,optimized,A,A15-002,82.5,60,18.0,33.4,704,3,1,0,14.9,100
ALC006441,RUN001,VEH001611,YARD_OKC_01,random,NR,NR19-011,77.0,58,58.9,83.2,974,5,1,0,45.4,66
ALC006442,RUN001,VEH001611,YARD_OKC_01,first_available,B,B11-012,77.0,62,46.7,61.9,662,3,1,0,35.9,80
ALC006443,RUN001,VEH001611,YARD_OKC_01,priority_based,FA,FA07-012,77.0,83,26.9,54.3,380,2,1,0,20.7,100
ALC006444,RUN001,VEH001611,YARD_OKC_01,optimized,FA,FA03-007,77.0,88,33.7,51.5,203,5,1,0,25.9,100
ALC006445,RUN001,VEH001612,YARD_AUS_01,random,B,B06-018,85.5,65,45.2,64.6,364,3,1,0,38.6,82
ALC006446,RUN001,VEH001612,YARD_AUS_01,first_available,B,B15-017,85.5,58,27.5,53.0,357,0,1,0,23.5,99
ALC006447,RUN001,VEH001612,YARD_AUS_01,priority_based,B,B05-015,85.5,75,33.0,51.7,528,4,1,0,28.2,93
ALC006448,RUN001,VEH001612,YARD_AUS_01,optimized,FA,FA19-013,85.5,96,18.6,37.4,300,0,1,0,15.9,100
ALC006449,RUN001,VEH001613,YARD_HOU_01,random,HV,HV17-011,79.3,38,53.0,65.1,1295,2,1,0,42.1,69
ALC006450,RUN001,VEH001613,YARD_HOU_01,first_available,HV,HV07-023,79.3,48,51.1,85.4,713,5,1,0,40.5,68
ALC006451,RUN001,VEH001613,YARD_HOU_01,priority_based,B,B14-014,79.3,67,22.9,26.9,715,0,1,0,18.1,100
ALC006452,RUN001,VEH001613,YARD_HOU_01,optimized,B,B16-006,79.3,83,33.9,56.4,510,3,1,0,26.9,100
ALC006453,RUN001,VEH001614,YARD_DAL_01,random,B,B12-022,82.5,75,54.5,65.2,797,4,1,0,44.9,77
ALC006454,RUN001,VEH001614,YARD_DAL_01,first_available,NR,NR08-020,82.5,46,48.1,62.7,1209,4,1,0,39.7,72
ALC006455,RUN001,VEH001614,YARD_DAL_01,priority_based,B,B09-020,82.5,71,29.1,50.2,429,3,1,0,24.0,97
ALC006456,RUN001,VEH001614,YARD_DAL_01,optimized,FA,FA02-025,82.5,92,24.9,41.4,205,1,1,0,20.6,100
ALC006457,RUN001,VEH001615,YARD_AUS_01,random,B,B19-008,94.5,85,28.9,31.3,440,1,1,0,27.4,100
ALC006458,RUN001,VEH001615,YARD_AUS_01,first_available,OF,OF16-021,94.5,19,33.9,71.2,965,2,1,0,32.0,77
ALC006459,RUN001,VEH001615,YARD_AUS_01,priority_based,A,A08-023,94.5,60,14.8,18.2,663,0,1,1,14.0,100
ALC006460,RUN001,VEH001615,YARD_AUS_01,optimized,A,A16-005,94.5,62,14.3,40.1,852,0,1,1,13.6,100
ALC006461,RUN001,VEH001616,YARD_OKC_01,random,HV,HV12-010,87.0,47,40.6,59.3,1226,2,1,0,35.3,82
ALC006462,RUN001,VEH001616,YARD_OKC_01,first_available,B,B15-010,87.0,59,24.6,49.5,479,3,1,0,21.4,96
ALC006463,RUN001,VEH001616,YARD_OKC_01,priority_based,FA,FA20-009,87.0,93,17.9,24.8,220,1,1,0,15.6,100
ALC006464,RUN001,VEH001616,YARD_OKC_01,optimized,A,A20-003,87.0,83,27.1,46.7,433,6,1,0,23.6,100
ALC006465,RUN001,VEH001617,YARD_HOU_01,random,LTH,LTH02-010,87.3,43,31.5,45.1,1142,0,1,0,27.5,91
ALC006466,RUN001,VEH001617,YARD_HOU_01,first_available,OF,OF11-020,87.3,39,45.7,70.9,1587,3,1,0,39.9,73
ALC006467,RUN001,VEH001617,YARD_HOU_01,priority_based,B,B12-001,87.3,70,31.7,43.9,476,5,1,0,27.7,90
ALC006468,RUN001,VEH001617,YARD_HOU_01,optimized,B,B20-025,87.3,62,19.1,50.0,701,3,1,0,16.6,100
ALC006469,RUN001,VEH001618,YARD_AUS_01,random,FA,FA11-024,80.5,97,20.8,32.2,302,0,1,0,16.8,100
ALC006470,RUN001,VEH001618,YARD_AUS_01,first_available,OF,OF17-024,80.5,44,36.8,63.1,1474,0,1,0,29.6,87
ALC006471,RUN001,VEH001618,YARD_AUS_01,priority_based,A,A19-014,80.5,76,16.8,35.2,536,1,1,0,13.5,100
ALC006472,RUN001,VEH001618,YARD_AUS_01,optimized,B,B13-018,80.5,76,21.1,30.8,356,2,1,0,17.0,100
ALC006473,RUN001,VEH001619,YARD_AUS_01,random,LTH,LTH04-023,68.0,52,47.4,55.1,933,4,0,0,32.2,74
ALC006474,RUN001,VEH001619,YARD_AUS_01,first_available,OF,OF06-012,68.0,22,44.0,80.2,1920,1,0,0,29.9,72
ALC006475,RUN001,VEH001619,YARD_AUS_01,priority_based,A,A03-008,68.0,80,18.6,36.3,226,1,0,0,12.7,100
ALC006476,RUN001,VEH001619,YARD_AUS_01,optimized,A,A17-001,68.0,61,24.9,51.4,863,0,0,0,16.9,100
ALC006477,RUN001,VEH001620,YARD_DAL_01,random,HV,HV18-021,95.1,49,42.1,66.0,608,3,1,0,40.0,79
ALC006478,RUN001,VEH001620,YARD_DAL_01,first_available,OF,OF09-007,95.1,29,44.3,75.1,1127,4,1,0,42.1,68
ALC006479,RUN001,VEH001620,YARD_DAL_01,priority_based,B,B19-001,95.1,66,35.3,61.9,251,5,1,0,33.6,86
ALC006480,RUN001,VEH001620,YARD_DAL_01,optimized,A,A16-012,95.1,69,22.7,58.6,553,4,1,0,21.6,100
ALC006481,RUN001,VEH001621,YARD_AUS_01,random,B,B19-008,86.1,85,28.7,47.2,471,0,1,0,24.7,100
ALC006482,RUN001,VEH001621,YARD_AUS_01,first_available,B,B10-023,86.1,68,27.3,51.9,505,1,1,0,23.5,100
ALC006483,RUN001,VEH001621,YARD_AUS_01,priority_based,FA,FA12-006,86.1,85,31.0,39.6,298,3,1,0,26.7,100
ALC006484,RUN001,VEH001621,YARD_AUS_01,optimized,FA,FA01-015,86.1,84,22.3,30.7,279,1,1,0,19.2,100
ALC006485,RUN001,VEH001622,YARD_AUS_01,random,A,A11-025,84.7,58,49.9,63.2,289,6,1,0,42.3,70
ALC006486,RUN001,VEH001622,YARD_AUS_01,first_available,B,B19-022,84.7,59,34.5,30.6,887,1,1,0,29.2,92
ALC006487,RUN001,VEH001622,YARD_AUS_01,priority_based,FA,FA03-007,84.7,88,30.1,48.5,356,3,1,0,25.5,100
ALC006488,RUN001,VEH001622,YARD_AUS_01,optimized,B,B19-001,84.7,82,27.2,57.8,233,3,1,0,23.1,100
ALC006489,RUN001,VEH001623,YARD_HOU_01,random,A,A15-002,76.0,60,49.2,63.9,579,3,1,0,37.4,78
ALC006490,RUN001,VEH001623,YARD_HOU_01,first_available,B,B20-011,76.0,68,29.2,43.8,313,0,1,0,22.2,100
ALC006491,RUN001,VEH001623,YARD_HOU_01,priority_based,A,A05-007,76.0,83,36.3,64.9,755,3,1,0,27.6,95
ALC006492,RUN001,VEH001623,YARD_HOU_01,optimized,B,B17-016,76.0,85,38.1,59.0,728,5,1,0,28.9,99
ALC006493,RUN001,VEH001624,YARD_DAL_01,random,HV,HV16-015,72.8,55,61.4,79.2,898,7,0,0,44.7,59
ALC006494,RUN001,VEH001624,YARD_DAL_01,first_available,LTH,LTH13-022,72.8,30,31.0,50.9,976,2,0,0,22.6,83
ALC006495,RUN001,VEH001624,YARD_DAL_01,priority_based,A,A10-001,72.8,57,28.7,42.3,583,4,0,0,20.9,90
ALC006496,RUN001,VEH001624,YARD_DAL_01,optimized,A,A08-016,72.8,56,24.9,43.3,672,4,0,0,18.1,100
ALC006497,RUN001,VEH001625,YARD_HOU_01,random,A,A18-011,67.7,73,43.4,65.5,268,3,0,0,29.4,86
ALC006498,RUN001,VEH001625,YARD_HOU_01,first_available,B,B01-010,67.7,62,39.9,54.6,463,4,0,0,27.0,83
ALC006499,RUN001,VEH001625,YARD_HOU_01,priority_based,NR,NR19-004,67.7,61,21.0,32.1,673,0,0,0,14.2,100
ALC006500,RUN001,VEH001625,YARD_HOU_01,optimized,B,B05-022,67.7,75,33.9,47.4,704,4,0,0,23.0,100
ALC006501,RUN001,VEH001626,YARD_DAL_01,random,NR,NR12-011,71.6,66,30.0,44.5,1100,1,0,0,21.5,98
ALC006502,RUN001,VEH001626,YARD_DAL_01,first_available,B,B06-025,71.6,85,16.6,17.9,648,0,0,0,11.9,100
ALC006503,RUN001,VEH001626,YARD_DAL_01,priority_based,A,A01-002,71.6,77,27.1,43.2,509,4,0,0,19.4,98
ALC006504,RUN001,VEH001626,YARD_DAL_01,optimized,FA,FA16-018,71.6,86,8.7,23.5,295,0,0,1,6.2,100
ALC006505,RUN001,VEH001627,YARD_DAL_01,random,OF,OF17-010,70.0,36,63.8,88.9,1579,5,0,0,44.6,54
ALC006506,RUN001,VEH001627,YARD_DAL_01,first_available,OF,OF18-013,70.0,19,51.5,80.9,1385,5,0,0,36.0,58
ALC006507,RUN001,VEH001627,YARD_DAL_01,priority_based,B,B05-001,70.0,69,15.9,31.8,719,0,0,0,11.1,100
ALC006508,RUN001,VEH001627,YARD_DAL_01,optimized,B,B13-025,70.0,70,32.1,37.3,605,4,0,0,22.5,100
ALC006509,RUN001,VEH001628,YARD_AUS_01,random,FA,FA11-024,61.6,97,18.8,36.4,191,0,0,0,11.6,100
ALC006510,RUN001,VEH001628,YARD_AUS_01,first_available,A,A18-011,61.6,81,25.9,35.7,368,3,0,0,16.0,100
ALC006511,RUN001,VEH001628,YARD_AUS_01,priority_based,B,B16-006,61.6,84,25.7,35.6,395,4,0,0,15.9,100
ALC006512,RUN001,VEH001628,YARD_AUS_01,optimized,FA,FA12-013,61.6,90,10.9,23.8,220,3,0,1,6.7,100
ALC006513,RUN001,VEH001629,YARD_HOU_01,random,OF,OF02-014,86.4,45,48.5,89.7,1518,3,1,0,41.9,73
ALC006514,RUN001,VEH001629,YARD_HOU_01,first_available,OF,OF15-025,86.4,34,35.9,53.4,1089,2,1,0,31.0,81
ALC006515,RUN001,VEH001629,YARD_HOU_01,priority_based,FA,FA08-015,86.4,99,9.1,23.9,238,0,1,1,7.8,100
ALC006516,RUN001,VEH001629,YARD_HOU_01,optimized,B,B09-006,86.4,76,18.0,28.2,493,0,1,0,15.5,100
ALC006517,RUN001,VEH001630,YARD_AUS_01,random,NR,NR05-018,75.0,66,38.8,57.4,653,3,1,0,29.1,87
ALC006518,RUN001,VEH001630,YARD_AUS_01,first_available,NR,NR05-025,75.0,59,35.5,59.9,1067,2,1,0,26.7,89
ALC006519,RUN001,VEH001630,YARD_AUS_01,priority_based,FA,FA17-021,75.0,84,27.8,40.2,304,1,1,0,20.9,100
ALC006520,RUN001,VEH001630,YARD_AUS_01,optimized,FA,FA05-013,75.0,88,23.5,55.5,248,5,1,0,17.6,100
ALC006521,RUN001,VEH001631,YARD_DAL_01,random,FA,FA02-018,94.7,91,35.1,52.5,138,4,1,0,33.2,97
ALC006522,RUN001,VEH001631,YARD_DAL_01,first_available,OF,OF20-012,94.7,40,25.5,49.7,1201,1,1,0,24.1,92
ALC006523,RUN001,VEH001631,YARD_DAL_01,priority_based,FA,FA11-010,94.7,96,20.8,37.5,292,3,1,0,19.7,100
ALC006524,RUN001,VEH001631,YARD_DAL_01,optimized,FA,FA02-025,94.7,92,13.6,30.4,323,2,1,1,12.9,100
ALC006525,RUN001,VEH001632,YARD_OKC_01,random,OF,OF05-009,91.7,34,54.7,75.6,1120,5,1,0,50.1,60
ALC006526,RUN001,VEH001632,YARD_OKC_01,first_available,OF,OF05-023,91.7,26,51.7,66.5,1859,4,1,0,47.4,62
ALC006527,RUN001,VEH001632,YARD_OKC_01,priority_based,B,B20-025,91.7,55,31.8,47.7,721,6,1,0,29.1,83
