location_event_id,vehicle_id,yard_id,assigned_zone_id,assigned_row_id,assigned_slot_id,assignment_date,relocation_count,relocated_flag,current_location_flag,initial_priority_score,final_priority_score,allocation_strategy,assigned_by,assignment_reason
LOC001603,VEH001603,YARD_AUS_01,B,B17,B17-023,2025-07-14 04:35:00,0,0,1,76.1,76.1,optimized,system,high_priority
LOC001604,VEH001604,YARD_AUS_01,A,A09,A09-005,2025-02-27 05:24:00,0,0,1,89.5,89.5,optimized,simulation,high_priority
LOC001605,VEH001605,YARD_OKC_01,A,A02,A02-019,2025-03-17 05:02:00,0,0,1,81.8,81.8,optimized,system,overflow_capacity
LOC001606,VEH001606,YARD_OKC_01,LTH,LTH13,LTH13-022,2025-07-27 03:22:00,0,0,1,62.6,62.6,first_available,yard_manager,special_equipment
LOC001607,VEH001607,YARD_DAL_01,B,B18,B18-019,2025-06-12 05:44:00,0,0,1,87.2,87.2,first_available,system,overflow_capacity
LOC001608,VEH001608,YARD_AUS_01,FA,FA18,FA18-010,2025-06-30 08:26:00,0,0,1,87.1,87.1,priority_based,yard_manager,overflow_capacity
LOC001609,VEH001609,YARD_HOU_01,FA,FA10,FA10-021,2025-05-10 08:19:00,0,0,1,84.6,84.6,priority_based,system,high_priority
LOC001610,VEH001610,YARD_HOU_01,OF,OF02,OF02-007,2025-03-22 03:09:00,0,0,1,82.5,82.5,first_available,simulation,standard_storage
LOC001611,VEH001611,YARD_OKC_01,B,B09,B09-013,2025-07-17 04:04:00,0,0,1,77.0,77.0,first_available,yard_manager,special_equipment
LOC001612,VEH001612,YARD_AUS_01,FA,FA18,FA18-017,2025-06-27 03:20:00,0,0,1,85.5,85.5,optimized,system,standard_storage
LOC001613,VEH001613,YARD_HOU_01,FA,FA18,FA18-010,2025-06-21 05:37:00,0,0,1,79.3,79.3,optimized,system,special_equipment
LOC001614,VEH001614,YARD_DAL_01,A,A06,A06-017,2025-03-01 04:13:00,0,0,1,82.5,82.5,random,system,special_equipment
LOC001615,VEH001615,YARD_AUS_01,FA,FA08,FA08-008,2025-03-12 04:46:00,0,0,1,94.5,94.5,priority_based,yard_manager,standard_storage
LOC001616,VEH001616,YARD_OKC_01,B,B03,B03-009,2025-06-22 02:08:00,0,0,1,87.0,87.0,first_available,system,special_equipment
LOC001617,VEH001617,YARD_HOU_01,A,A06,A06-024,2025-05-27 04:06:00,0,0,1,87.3,87.3,first_available,system,high_priority
LOC001618,VEH001618,YARD_AUS_01,A,A02,A02-005,2025-05-15 06:40:00,0,0,1,80.5,80.5,priority_based,system,high_priority
LOC001619,VEH001619,YARD_AUS_01,A,A08,A08-002,2025-04-09 03:34:00,0,0,1,68.0,68.0,priority_based,yard_manager,long_term_hold
LOC001620,VEH001620,YARD_DAL_01,FA,FA18,FA18-010,2025-05-26 01:47:00,0,0,1,95.1,95.1,priority_based,system,standard_storage
LOC001621,VEH001621,YARD_AUS_01,FA,FA10,FA10-021,2025-05-12 07:57:00,0,0,1,86.1,86.1,priority_based,system,high_priority
LOC001622,VEH001622,YARD_AUS_01,FA,FA05,FA05-020,2025-07-02 06:09:00,0,0,1,84.7,84.7,priority_based,system,standard_storage
LOC001623,VEH001623,YARD_HOU_01,B,B09,B09-013,2025-03-27 08:18:00,0,0,1,76.0,76.0,priority_based,system,special_equipment
LOC001624,VEH001624,YARD_DAL_01,B,B15,B15-017,2025-07-16 06:52:00,0,0,1,72.8,72.8,first_available,system,standard_storage
LOC001625,VEH001625,YARD_HOU_01,B,B04,B04-005,2025-06-22 08:23:00,0,0,1,67.7,67.7,random,system,high_priority
LOC001626,VEH001626,YARD_DAL_01,B,B15,B15-024,2025-03-28 04:18:00,0,0,1,71.6,71.6,priority_based,yard_manager,overflow_capacity
LOC001627,VEH001627,YARD_DAL_01,A,A06,A06-003,2025-06-09 04:59:00,0,0,1,70.0,70.0,optimized,simulation,long_term_hold
LOC001628,VEH001628,YARD_AUS_01,A,A17,A17-001,2025-02-11 07:02:00,0,0,1,61.6,61.6,first_available,simulation,special_equipment
LOC001629,VEH001629,YARD_HOU_01,FA,FA13,FA13-016,2025-07-20 05:45:00,0,0,1,86.4,86.4,optimized,system,standard_storage
LOC001630,VEH001630,YARD_AUS_01,FA,FA03,FA03-014,2025-03-23 02:56:00,0,0,1,75.0,75.0,priority_based,system,standard_storage
LOC001631,VEH001631,YARD_DAL_01,A,A16,A16-019,2025-07-16 02:49:00,0,0,1,94.7,94.7,optimized,system,standard_storage
LOC001632,VEH001632,YARD_OKC_01,B,B08,B08-003,2025-06-20 02:50:00,0,0,1,91.7,91.7,first_available,system,standard_storage
LOC001633,VEH001633,YARD_HOU_01,NR,NR20,NR20-014,2025-01-30 06:40:00,0,0,1,69.3,69.3,priority_based,simulation,high_priority
LOC001634,VEH001634,YARD_AUS_01,A,A16,A16-012,2025-05-26 05:34:00,0,0,1,63.8,63.8,first_available,simulation,high_priority
LOC001635,VEH001635,YARD_AUS_01,B,B02,B02-013,2025-03-12 03:28:00,0,0,1,86.4,86.4,first_available,yard_manager,standard_storage
LOC001636,VEH001636,YARD_DAL_01,FA,FA14,FA14-012,2025-04-15 01:46:00,0,0,1,50.9,50.9,optimized,system,overflow_capacity
LOC001637,VEH001637,YARD_AUS_01,HV,HV10,HV10-018,2025-03-23 07:16:00,0,0,1,90.6,90.6,random,system,overflow_capacity
LOC001638,VEH001638,YARD_OKC_01,B,B07,B07-007,2025-07-24 06:13:00,0,0,1,92.0,92.0,priority_based,yard_manager,special_equipment
LOC001639,VEH001639,YARD_DAL_01,A,A14,A14-006,2025-02-20 07:23:00,0,0,1,80.8,80.8,first_available,yard_manager,special_equipment
LOC001640,VEH001640,YARD_DAL_01,B,B18,B18-012,2025-04-03 07:50:00,0,0,1,92.9,92.9,optimized,yard_manager,long_term_hold
LOC001641,VEH001641,YARD_DAL_01,B,B14,B14-021,2025-04-02 02:49:00,0,0,1,69.5,69.5,first_available,system,standard_storage
LOC001642,VEH001642,YARD_AUS_01,NR,NR05,NR05-025,2025-05-19 02:58:00,0,0,1,75.8,75.8,first_available,simulation,overflow_capacity
LOC001643,VEH001643,YARD_DAL_01,LTH,LTH08,LTH08-021,2025-03-18 08:43:00,0,0,1,74.8,74.8,first_available,system,standard_storage
LOC001644,VEH001644,YARD_DAL_01,A,A17,A17-015,2025-03-29 01:30:00,0,0,1,81.9,81.9,priority_based,yard_manager,high_priority
LOC001645,VEH001645,YARD_DAL_01,A,A06,A06-010,2025-02-22 05:53:00,0,0,1,71.2,71.2,first_available,yard_manager,standard_storage
LOC001646,VEH001646,YARD_HOU_01,OF,OF19,OF19-002,2025-02-25 07:24:00,0,0,1,84.4,84.4,random,yard_manager,special_equipment
LOC001647,VEH001647,YARD_AUS_01,A,A13,A13-003,2025-02-04 05:00:00,0,0,1,98.6,98.6,first_available,system,special_equipment
LOC001648,VEH001648,YARD_AUS_01,B,B01,B01-017,2025-06-15 02:15:00,0,0,1,78.0,78.0,priority_based,system,standard_storage
LOC001649,VEH001649,YARD_OKC_01,B,B01,B01-010,2025-02-10 03:01:00,0,0,1,84.4,84.4,optimized,yard_manager,standard_storage
LOC001650,VEH001650,YARD_AUS_01,B,B02,B02-020,2025-06-24 05:40:00,0,0,1,86.6,86.6,priority_based,simulation,long_term_hold
LOC001651,VEH001651,YARD_HOU_01,NR,NR03,NR03-019,2025-03-20 06:00:00,0,0,1,74.0,74.0,random,system,high_priority
LOC001652,VEH001652,YARD_OKC_01,FA,FA04,FA04-017,2025-05-11 06:58:00,0,0,1,86.6,86.6,priority_based,system,standard_storage
LOC001653,VEH001653,YARD_HOU_01,B,B04,B04-019,2025-01-04 04:00:00,0,0,1,92.9,92.9,priority_based,system,overflow_capacity
LOC001654,VEH001654,YARD_OKC_01,FA,FA16,FA16-011,2025-02-20 04:03:00,0,0,1,96.6,96.6,priority_based,simulation,overflow_capacity
LOC001655,VEH001655,YARD_DAL_01,B,B13,B13-011,2025-05-18 08:07:00,0,0,1,76.3,76.3,random,system,overflow_capacity
LOC001656,VEH001656,YARD_DAL_01,B,B01,B01-010,2025-02-18 01:27:00,0,0,1,67.0,67.0,priority_based,system,special_equipment
LOC001657,VEH001657,YARD_HOU_01,NR,NR05,NR05-011,2025-01-31 03:21:00,0,0,1,65.1,65.1,first_available,simulation,standard_storage
LOC001658,VEH001658,YARD_DAL_01,A,A15,A15-023,2025-06-10 06:38:00,0,0,1,83.1,83.1,first_available,simulation,special_equipment
LOC001659,VEH001659,YARD_AUS_01,FA,FA06,FA06-023,2025-07-15 08:02:00,0,0,1,73.5,73.5,optimized,system,high_priority
LOC001660,VEH001660,YARD_OKC_01,FA,FA01,FA01-001,2025-02-15 06:16:00,0,0,1,86.4,86.4,priority_based,system,overflow_capacity
LOC001661,VEH001661,YARD_OKC_01,LTH,LTH02,LTH02-010,2025-05-02 05:12:00,0,0,1,74.8,74.8,priority_based,yard_manager,special_equipment
LOC001662,VEH001662,YARD_OKC_01,A,A15,A15-002,2025-07-29 06:43:00,0,0,1,97.9,97.9,priority_based,yard_manager,long_term_hold
LOC001663,VEH001663,YARD_DAL_01,FA,FA14,FA14-005,2025-05-29 07:17:00,0,0,1,64.8,64.8,optimized,yard_manager,long_term_hold
LOC001664,VEH001664,YARD_AUS_01,B,B11,B11-019,2025-05-16 08:21:00,0,0,1,81.9,81.9,priority_based,simulation,standard_storage
LOC001665,VEH001665,YARD_HOU_01,OF,OF13,OF13-012,2025-06-05 07:51:00,0,0,1,69.9,69.9,priority_based,system,high_priority
LOC001666,VEH001666,YARD_AUS_01,B,B07,B07-021,2025-05-06 05:01:00,0,0,1,99.0,99.0,optimized,system,overflow_capacity
LOC001667,VEH001667,YARD_AUS_01,B,B04,B04-019,2025-01-24 04:03:00,0,0,1,76.8,76.8,optimized,system,overflow_capacity
LOC001668,VEH001668,YARD_AUS_01,A,A18,A18-011,2025-01-20 03:45:00,0,0,1,53.7,53.7,priority_based,system,standard_storage
LOC001669,VEH001669,YARD_AUS_01,B,B13,B13-018,2025-02-20 08:25:00,0,0,1,84.4,84.4,first_available,yard_manager,overflow_capacity
LOC001670,VEH001670,YARD_OKC_01,FA,FA09,FA09-018,2025-02-01 06:42:00,0,0,1,76.3,76.3,optimized,system,high_priority
LOC001671,VEH001671,YARD_DAL_01,NR,NR13,NR13-014,2025-07-22 08:35:00,0,0,1,87.3,87.3,first_available,yard_manager,special_equipment
LOC001672,VEH001672,YARD_OKC_01,A,A18,A18-018,2025-02-19 08:30:00,0,0,1,56.4,56.4,optimized,system,special_equipment
LOC001673,VEH001673,YARD_OKC_01,A,A03,A03-022,2025-04-28 04:48:00,0,0,1,74.5,74.5,priority_based,yard_manager,overflow_capacity
LOC001674,VEH001674,YARD_DAL_01,FA,FA07,FA07-019,2025-05-08 03:57:00,0,0,1,58.6,58.6,optimized,system,special_equipment
LOC001675,VEH001675,YARD_HOU_01,NR,NR10,NR10-005,2025-03-15 04:43:00,0,0,1,78.5,78.5,first_available,system,long_term_hold
LOC001676,VEH001676,YARD_OKC_01,A,A08,A08-016,2025-04-08 07:35:00,0,0,1,81.6,81.6,optimized,system,overflow_capacity
LOC001677,VEH001677,YARD_OKC_01,LTH,LTH02,LTH02-017,2025-06-03 02:52:00,0,0,1,71.1,71.1,priority_based,yard_manager,high_priority
LOC001678,VEH001678,YARD_DAL_01,B,B07,B07-021,2025-01-24 02:22:00,0,0,1,66.0,66.0,priority_based,yard_manager,special_equipment
LOC001679,VEH001679,YARD_DAL_01,FA,FA19,FA19-006,2025-02-19 01:40:00,0,0,1,81.9,81.9,priority_based,system,overflow_capacity
LOC001680,VEH001680,YARD_AUS_01,FA,FA04,FA04-024,2025-07-26 07:07:00,0,0,1,67.8,67.8,optimized,system,standard_storage
LOC001681,VEH001681,YARD_DAL_01,FA,FA07,FA07-005,2025-02-25 02:01:00,0,0,1,87.0,87.0,random,system,special_equipment
LOC001682,VEH001682,YARD_OKC_01,OF,OF10,OF10-003,2025-06-17 02:06:00,0,0,1,85.5,85.5,first_available,system,overflow_capacity
LOC001683,VEH001683,YARD_OKC_01,A,A07,A07-006,2025-02-08 07:56:00,0,0,1,84.2,84.2,priority_based,yard_manager,long_term_hold
LOC001684,VEH001684,YARD_OKC_01,A,A16,A16-005,2025-01-07 03:43:00,0,0,1,75.1,75.1,random,system,overflow_capacity
LOC001685,VEH001685,YARD_DAL_01,A,A08,A08-016,2025-02-08 08:53:00,0,0,1,88.7,88.7,optimized,system,standard_storage
LOC001686,VEH001686,YARD_AUS_01,FA,FA14,FA14-005,2025-07-03 03:25:00,0,0,1,57.1,57.1,optimized,system,special_equipment
LOC001687,VEH001687,YARD_HOU_01,NR,NR06,NR06-021,2025-06-14 08:12:00,0,0,1,82.3,82.3,random,system,special_equipment
LOC001688,VEH001688,YARD_HOU_01,B,B17,B17-023,2025-03-29 04:39:00,0,0,1,67.4,67.4,priority_based,yard_manager,standard_storage
LOC001689,VEH001689,YARD_AUS_01,NR,NR18,NR18-001,2025-01-09 07:28:00,0,0,1,79.9,79.9,first_available,system,high_priority
LOC001690,VEH001690,YARD_AUS_01,B,B03,B03-023,2025-02-04 03:19:00,0,0,1,82.6,82.6,first_available,simulation,high_priority
LOC001691,VEH001691,YARD_OKC_01,A,A02,A02-012,2025-03-06 02:09:00,0,0,1,81.6,81.6,priority_based,simulation,overflow_capacity
LOC001692,VEH001692,YARD_DAL_01,A,A03,A03-015,2025-02-15 08:34:00,0,0,1,73.1,73.1,first_available,yard_manager,high_priority
LOC001693,VEH001693,YARD_OKC_01,FA,FA04,FA04-017,2025-06-22 05:42:00,0,0,1,84.4,84.4,optimized,yard_manager,standard_storage
LOC001694,VEH001694,YARD_HOU_01,B,B04,B04-019,2025-01-04 02:56:00,0,0,1,69.0,69.0,optimized,simulation,high_priority
LOC001695,VEH001695,YARD_AUS_01,NR,NR04,NR04-008,2025-01-22 08:35:00,0,0,1,53.0,53.0,priority_based,simulation,overflow_capacity
LOC001696,VEH001696,YARD_AUS_01,HV,HV09,HV09-022,2025-02-02 07:26:00,0,0,1,76.9,76.9,first_available,yard_manager,high_priority
LOC001697,VEH001697,YARD_HOU_01,B,B13,B13-018,2025-06-18 05:59:00,0,0,1,80.7,80.7,first_available,system,overflow_capacity
LOC001698,VEH001698,YARD_DAL_01,B,B05,B05-015,2025-04-04 02:54:00,0,0,1,73.3,73.3,first_available,simulation,standard_storage
LOC001699,VEH001699,YARD_DAL_01,FA,FA13,FA13-009,2025-06-20 07:57:00,0,0,1,68.8,68.8,optimized,system,long_term_hold
LOC001700,VEH001700,YARD_AUS_01,FA,FA02,FA02-004,2025-01-31 07:52:00,0,0,1,88.5,88.5,priority_based,yard_manager,long_term_hold
LOC001701,VEH001701,YARD_DAL_01,OF,OF03,OF03-024,2025-07-30 01:04:00,0,0,1,86.4,86.4,first_available,yard_manager,special_equipment
LOC001702,VEH001702,YARD_AUS_01,B,B11,B11-019,2025-06-04 03:50:00,0,0,1,81.4,81.4,priority_based,yard_manager,special_equipment
LOC001703,VEH001703,YARD_DAL_01,NR,NR14,NR14-024,2025-05-01 03:23:00,0,0,1,79.8,79.8,first_available,yard_manager,special_equipment
LOC001704,VEH001704,YARD_DAL_01,B,B20,B20-011,2025-01-05 05:07:00,0,0,1,69.2,69.2,priority_based,simulation,high_priority
LOC001705,VEH001705,YARD_HOU_01,OF,OF02,OF02-007,2025-05-11 03:24:00,0,0,1,93.3,93.3,first_available,system,high_priority
LOC001706,VEH001706,YARD_OKC_01,FA,FA20,FA20-002,2025-07-03 05:25:00,0,0,1,83.4,83.4,priority_based,yard_manager,long_term_hold
LOC001707,VEH001707,YARD_OKC_01,A,A06,A06-017,2025-01-05 01:35:00,0,0,1,79.7,79.7,optimized,yard_manager,special_equipment
LOC001708,VEH001708,YARD_AUS_01,A,A09,A09-005,2025-01-17 08:05:00,0,0,1,77.1,77.1,first_available,system,special_equipment
LOC001709,VEH001709,YARD_DAL_01,B,B13,B13-011,2025-06-07 08:14:00,0,0,1,83.2,83.2,priority_based,system,special_equipment
LOC001710,VEH001710,YARD_OKC_01,A,A06,A06-003,2025-05-31 02:33:00,0,0,1,80.0,80.0,first_available,system,special_equipment
LOC001711,VEH001711,YARD_AUS_01,OF,OF18,OF18-006,2025-02-07 06:38:00,0,0,1,86.2,86.2,first_available,system,standard_storage
LOC001712,VEH001712,YARD_OKC_01,FA,FA14,FA14-005,2025-04-26 08:55:00,0,0,1,73.2,73.2,optimized,system,high_priority
LOC001713,VEH001713,YARD_HOU_01,A,A09,A09-005,2025-01-25 07:19:00,0,0,1,80.3,80.3,priority_based,yard_manager,high_priority
LOC001714,VEH001714,YARD_HOU_01,A,A17,A17-008,2025-03-02 01:11:00,0,0,1,69.7,69.7,first_available,yard_manager,overflow_capacity
LOC001715,VEH001715,YARD_OKC_01,NR,NR09,NR09-016,2025-01-01 07:10:00,0,0,1,86.7,86.7,random,system,overflow_capacity
LOC001716,VEH001716,YARD_DAL_01,A,A18,A18-004,2025-06-01 07:14:00,0,0,1,89.7,89.7,first_available,system,long_term_hold
LOC001717,VEH001717,YARD_OKC_01,LTH,LTH09,LTH09-003,2025-03-10 02:59:00,0,0,1,71.5,71.5,priority_based,yard_manager,special_equipment
LOC001718,VEH001718,YARD_DAL_01,FA,FA06,FA06-002,2025-02-19 08:35:00,0,0,1,82.4,82.4,priority_based,yard_manager,special_equipment
LOC001719,VEH001719,YARD_AUS_01,A,A13,A13-017,2025-03-07 06:43:00,0,0,1,69.5,69.5,first_available,yard_manager,special_equipment
LOC001720,VEH001720,YARD_HOU_01,LTH,LTH16,LTH16-003,2025-03-21 04:20:00,0,0,1,72.8,72.8,priority_based,yard_manager,special_equipment
LOC001721,VEH001721,YARD_HOU_01,A,A05,A05-014,2025-05-20 02:55:00,0,0,1,69.7,69.7,priority_based,system,high_priority
LOC001722,VEH001722,YARD_OKC_01,A,A06,A06-024,2025-03-17 05:46:00,0,0,1,88.0,88.0,optimized,yard_manager,special_equipment
LOC001723,VEH001723,YARD_AUS_01,A,A17,A17-008,2025-07-23 07:18:00,0,0,1,81.4,81.4,priority_based,yard_manager,special_equipment
LOC001724,VEH001724,YARD_AUS_01,NR,NR02,NR02-016,2025-01-22 01:09:00,0,0,1,74.7,74.7,first_available,system,special_equipment
LOC001725,VEH001725,YARD_HOU_01,A,A12,A12-021,2025-01-03 04:50:00,0,0,1,64.2,64.2,priority_based,yard_manager,special_equipment
LOC001726,VEH001726,YARD_HOU_01,A,A09,A09-019,2025-07-20 05:39:00,0,0,1,83.6,83.6,priority_based,simulation,special_equipment
LOC001727,VEH001727,YARD_AUS_01,B,B11,B11-019,2025-03-09 06:18:00,0,0,1,69.2,69.2,priority_based,yard_manager,standard_storage
LOC001728,VEH001728,YARD_OKC_01,B,B20,B20-011,2025-03-10 07:06:00,0,0,1,57.9,57.9,first_available,yard_manager,long_term_hold
LOC001729,VEH001729,YARD_DAL_01,NR,NR14,NR14-003,2025-04-02 02:16:00,0,0,1,69.1,69.1,first_available,system,long_term_hold
LOC001730,VEH001730,YARD_HOU_01,A,A10,A10-008,2025-07-29 02:54:00,0,0,1,80.3,80.3,optimized,yard_manager,overflow_capacity
LOC001731,VEH001731,YARD_DAL_01,OF,OF20,OF20-005,2025-02-06 02:46:00,0,0,1,84.8,84.8,first_available,system,standard_storage
LOC001732,VEH001732,YARD_HOU_01,FA,FA10,FA10-007,2025-05-12 06:37:00,0,0,1,80.1,80.1,optimized,simulation,special_equipment
LOC001733,VEH001733,YARD_AUS_01,FA,FA06,FA06-023,2025-04-01 05:23:00,0,0,1,76.4,76.4,priority_based,system,special_equipment
LOC001734,VEH001734,YARD_DAL_01,B,B03,B03-009,2025-05-24 08:13:00,0,0,1,74.3,74.3,first_available,yard_manager,overflow_capacity
LOC001735,VEH001735,YARD_AUS_01,HV,HV19,HV19-010,2025-03-01 03:37:00,0,0,1,61.1,61.1,priority_based,system,overflow_capacity
LOC001736,VEH001736,YARD_AUS_01,B,B08,B08-003,2025-05-12 02:01:00,0,0,1,69.2,69.2,first_available,yard_manager,special_equipment
LOC001737,VEH001737,YARD_AUS_01,NR,NR18,NR18-015,2025-07-13 08:22:00,0,0,1,79.4,79.4,first_available,yard_manager,long_term_hold
LOC001738,VEH001738,YARD_HOU_01,FA,FA02,FA02-025,2025-06-27 03:51:00,0,0,1,63.1,63.1,random,system,high_priority
LOC001739,VEH001739,YARD_AUS_01,LTH,LTH15,LTH15-007,2025-04-23 04:12:00,0,0,1,92.4,92.4,first_available,system,standard_storage
LOC001740,VEH001740,YARD_DAL_01,FA,FA20,FA20-009,2025-02-11 07:45:00,0,0,1,80.3,80.3,priority_based,system,overflow_capacity
LOC001741,VEH001741,YARD_DAL_01,A,A18,A18-025,2025-01-23 03:59:00,0,0,1,85.9,85.9,first_available,system,high_priority
LOC001742,VEH001742,YARD_DAL_01,A,A17,A17-001,2025-01-03 02:41:00,0,0,1,81.2,81.2,priority_based,system,special_equipment
LOC001743,VEH001743,YARD_HOU_01,LTH,LTH15,LTH15-007,2025-06-19 05:20:00,0,0,1,90.0,90.0,first_available,yard_manager,special_equipment
LOC001744,VEH001744,YARD_HOU_01,A,A15,A15-016,2025-07-13 05:56:00,0,0,1,79.6,79.6,first_available,yard_manager,high_priority
LOC001745,VEH001745,YARD_AUS_01,A,A20,A20-024,2025-07-03 07:39:00,0,0,1,83.4,83.4,optimized,system,overflow_capacity
LOC001746,VEH001746,YARD_OKC_01,A,A01,A01-016,2025-02-03 06:03:00,0,0,1,78.3,78.3,first_available,yard_manager,long_term_hold
LOC001747,VEH001747,YARD_DAL_01,FA,FA18,FA18-024,2025-05-21 04:31:00,0,0,1,69.9,69.9,optimized,system,long_term_hold
LOC001748,VEH001748,YARD_HOU_01,OF,OF16,OF16-014,2025-06-14 01:38:00,0,0,1,92.7,92.7,random,system,special_equipment
LOC001749,VEH001749,YARD_HOU_01,B,B06,B06-011,2025-07-01 08:41:00,0,0,1,86.1,86.1,priority_based,yard_manager,overflow_capacity
LOC001750,VEH001750,YARD_AUS_01,OF,OF10,OF10-017,2025-06-06 08:01:00,0,0,1,74.2,74.2,priority_based,simulation,overflow_capacity
LOC001751,VEH001751,YARD_AUS_01,FA,FA19,FA19-006,2025-07-20 01:39:00,0,0,1,83.2,83.2,optimized,system,standard_storage
LOC001752,VEH001752,YARD_AUS_01,A,A02,A02-005,2025-07-16 03:14:00,0,0,1,89.6,89.6,optimized,system,special_equipment
LOC001753,VEH001753,YARD_AUS_01,NR,NR05,NR05-004,2025-02-09 03:27:00,0,0,1,80.0,80.0,first_available,yard_manager,high_priority
LOC001754,VEH001754,YARD_AUS_01,NR,NR16,NR16-016,2025-03-24 02:42:00,0,0,1,84.5,84.5,random,yard_manager,standard_storage
LOC001755,VEH001755,YARD_AUS_01,FA,FA09,FA09-025,2025-07-12 01:15:00,0,0,1,65.0,65.0,optimized,yard_manager,special_equipment
LOC001756,VEH001756,YARD_OKC_01,A,A09,A09-019,2025-01-03 02:58:00,0,0,1,63.6,63.6,optimized,system,special_equipment
LOC001757,VEH001757,YARD_AUS_01,A,A18,A18-018,2025-05-25 02:24:00,0,0,1,82.7,82.7,first_available,system,standard_storage
LOC001758,VEH001758,YARD_HOU_01,OF,OF19,OF19-009,2025-02-26 05:08:00,0,0,1,67.2,67.2,priority_based,system,long_term_hold
LOC001759,VEH001759,YARD_OKC_01,OF,OF01,OF01-025,2025-02-14 05:17:00,0,0,1,100,100,first_available,system,standard_storage
LOC001760,VEH001760,YARD_AUS_01,B,B20,B20-025,2025-06-25 02:00:00,0,0,1,79.2,79.2,first_available,system,standard_storage
LOC001761,VEH001761,YARD_DAL_01,B,B04,B04-012,2025-04-30 02:15:00,0,0,1,75.3,75.3,optimized,system,special_equipment
LOC001762,VEH001762,YARD_AUS_01,A,A10,A10-022,2025-07-20 07:51:00,0,0,1,85.5,85.5,first_available,simulation,long_term_hold
LOC001763,VEH001763,YARD_OKC_01,B,B14,B14-014,2025-05-01 02:00:00,0,0,1,84.0,84.0,priority_based,system,overflow_capacity
LOC001764,VEH001764,YARD_AUS_01,A,A16,A16-012,2025-05-02 03:53:00,0,0,1,78.7,78.7,random,system,special_equipment
LOC001765,VEH001765,YARD_HOU_01,B,B13,B13-004,2025-04-15 08:53:00,0,0,1,68.5,68.5,first_available,system,special_equipment
LOC001766,VEH001766,YARD_OKC_01,B,B20,B20-018,2025-05-13 05:46:00,0,0,1,70.5,70.5,priority_based,yard_manager,long_term_hold
LOC001767,VEH001767,YARD_HOU_01,FA,FA04,FA04-010,2025-02-19 04:31:00,0,0,1,78.9,78.9,random,yard_manager,high_priority
LOC001768,VEH001768,YARD_DAL_01,FA,FA15,FA15-022,2025-05-04 05:08:00,0,0,1,88.3,88.3,priority_based,yard_manager,high_priority
LOC001769,VEH001769,YARD_DAL_01,A,A09,A09-019,2025-07-25 01:19:00,0,0,1,82.7,82.7,priority_based,system,overflow_capacity
LOC001770,VEH001770,YARD_DAL_01,A,A17,A17-022,2025-07-26 06:49:00,0,0,1,78.7,78.7,random,system,overflow_capacity
LOC001771,VEH001771,YARD_OKC_01,NR,NR09,NR09-002,2025-07-03 05:53:00,0,0,1,64.0,64.0,priority_based,yard_manager,standard_storage
LOC001772,VEH001772,YARD_DAL_01,B,B15,B15-017,2025-05-14 02:12:00,0,0,1,69.9,69.9,priority_based,yard_manager,special_equipment
LOC001773,VEH001773,YARD_HOU_01,NR,NR20,NR20-014,2025-07-05 08:54:00,0,0,1,74.7,74.7,first_available,system,special_equipment
LOC001774,VEH001774,YARD_HOU_01,A,A13,A13-003,2025-05-18 06:25:00,0,0,1,85.2,85.2,priority_based,yard_manager,high_priority
LOC001775,VEH001775,YARD_DAL_01,A,A14,A14-013,2025-01-09 06:49:00,0,0,1,77.9,77.9,priority_based,system,overflow_capacity
LOC001776,VEH001776,YARD_HOU_01,B,B20,B20-018,2025-03-06 04:50:00,0,0,1,72.1,72.1,random,yard_manager,special_equipment
LOC001777,VEH001777,YARD_OKC_01,A,A01,A01-016,2025-05-12 07:51:00,0,0,1,81.6,81.6,first_available,yard_manager,overflow_capacity
LOC001778,VEH001778,YARD_AUS_01,HV,HV05,HV05-024,2025-04-12 04:42:00,0,0,1,74.3,74.3,priority_based,simulation,long_term_hold
LOC001779,VEH001779,YARD_AUS_01,B,B04,B04-019,2025-04-27 08:39:00,0,0,1,66.9,66.9,optimized,system,overflow_capacity
LOC001780,VEH001780,YARD_DAL_01,FA,FA14,FA14-005,2025-03-13 02:21:00,0,0,1,80.1,80.1,optimized,yard_manager,standard_storage
LOC001781,VEH001781,YARD_AUS_01,A,A17,A17-001,2025-05-28 04:50:00,0,0,1,82.7,82.7,optimized,yard_manager,standard_storage
LOC001782,VEH001782,YARD_AUS_01,B,B09,B09-020,2025-02-22 07:47:00,0,0,1,68.1,68.1,priority_based,system,overflow_capacity
LOC001783,VEH001783,YARD_HOU_01,B,B13,B13-011,2025-05-27 01:38:00,0,0,1,76.0,76.0,first_available,yard_manager,standard_storage
LOC001784,VEH001784,YARD_OKC_01,FA,FA07,FA07-012,2025-06-24 04:29:00,0,0,1,73.3,73.3,optimized,system,standard_storage
LOC001785,VEH001785,YARD_OKC_01,B,B15,B15-010,2025-06-24 03:32:00,0,0,1,73.8,73.8,optimized,system,standard_storage
LOC001786,VEH001786,YARD_DAL_01,A,A15,A15-009,2025-06-22 01:56:00,0,0,1,69.7,69.7,first_available,system,high_priority
LOC001787,VEH001787,YARD_AUS_01,A,A15,A15-002,2025-02-18 03:49:00,0,0,1,67.2,67.2,random,system,standard_storage
LOC001788,VEH001788,YARD_OKC_01,A,A07,A07-006,2025-01-10 05:16:00,0,0,1,71.7,71.7,first_available,yard_manager,special_equipment
