retrieval_id,vehicle_id,yard_id,request_time,retrieval_start_time,retrieval_end_time,handoff_time,requested_by,pickup_type,retrieval_duration_minutes,wait_time_minutes,start_delay_minutes,travel_distance_meters,blocked_vehicle_count,equipment_used,staff_id,retrieval_success_flag,delay_flag,delay_reason,weather_condition,time_of_day,day_of_week
RET000546,VEH008861,YARD_DAL_01,2025-02-27 16:07:00,2025-02-27 16:16:00,2025-02-27 16:36:10,2025-02-27 16:53:10,carrier,carrier_pickup,20.2,46.2,9,273,0,none,STF030,1,1,congestion,clear,morning,Thursday
RET000547,VEH001727,YARD_AUS_01,2025-05-17 09:41:00,2025-05-17 09:41:00,2025-05-17 10:04:27,2025-05-17 10:14:27,buyer,carrier_pickup,23.5,33.5,0,486,1,none,STF014,1,0,none,clear,afternoon,Saturday
RET000548,VEH004849,YARD_DAL_01,2025-06-21 12:27:00,2025-06-21 12:47:00,2025-06-21 13:16:39,2025-06-21 13:32:39,carrier,auction_staging,29.7,65.7,20,440,5,none,STF070,1,1,congestion,clear,morning,Saturday
RET000549,VEH003327,YARD_OKC_01,2025-07-30 15:19:00,2025-07-30 15:27:00,2025-07-30 16:06:29,2025-07-30 16:16:29,insurance_partner,customer_pickup,39.5,57.5,8,307,5,none,STF045,1,1,title_issue,clear,morning,Wednesday
RET000550,VEH009106,YARD_DAL_01,2025-08-14 14:45:00,2025-08-14 15:04:00,2025-08-14 15:50:25,2025-08-14 15:54:25,internal_ops,customer_pickup,46.4,69.4,19,489,4,none,STF070,1,1,congestion,extreme_heat,afternoon,Thursday
RET000551,VEH006381,YARD_AUS_01,2025-02-11 12:44:00,2025-02-11 13:03:00,2025-02-11 13:46:37,2025-02-11 13:55:37,carrier,internal_move,43.6,71.6,19,678,4,none,STF077,1,1,equipment_unavailable,clear,midday,Tuesday
RET000552,VEH002342,YARD_HOU_01,2025-03-24 14:22:00,2025-03-24 14:46:00,2025-03-24 15:25:09,2025-03-24 15:38:09,internal_ops,customer_pickup,39.2,76.2,24,929,3,none,STF067,1,1,blocked_access,clear,morning,Monday
RET000553,VEH000290,YARD_DAL_01,2025-07-14 13:21:00,2025-07-14 13:41:00,2025-07-14 14:08:53,2025-07-14 14:16:53,buyer,internal_move,27.9,55.9,20,260,4,none,STF054,1,1,blocked_access,clear,midday,Monday
RET000554,VEH001812,YARD_AUS_01,2025-04-10 15:24:00,2025-04-10 15:34:00,2025-04-10 16:19:40,2025-04-10 16:23:40,carrier,customer_pickup,45.7,59.7,10,638,2,forklift,STF062,1,1,blocked_access,clear,midday,Thursday
RET000555,VEH005549,YARD_OKC_01,2025-06-11 08:52:00,2025-06-11 09:09:00,2025-06-11 09:50:50,2025-06-11 09:55:50,carrier,auction_staging,41.8,63.8,17,992,3,none,STF045,1,1,vehicle_not_found,extreme_heat,midday,Wednesday
RET000556,VEH007932,YARD_OKC_01,2025-02-19 09:13:00,2025-02-19 09:18:00,2025-02-19 10:05:50,2025-02-19 10:23:50,carrier,carrier_pickup,47.8,70.8,5,592,3,none,STF040,1,1,blocked_access,clear,morning,Wednesday
RET000557,VEH002832,YARD_OKC_01,2025-04-01 08:15:00,2025-04-01 08:30:00,2025-04-01 09:06:08,2025-04-01 09:24:08,insurance_partner,carrier_pickup,36.1,69.1,15,453,1,none,STF079,1,1,congestion,rain,morning,Tuesday
RET000558,VEH002847,YARD_HOU_01,2025-08-16 09:15:00,2025-08-16 09:26:00,2025-08-16 10:18:12,2025-08-16 10:27:12,buyer,internal_move,52.2,72.2,11,638,7,none,STF013,1,1,blocked_access,clear,afternoon,Saturday
RET000559,VEH004707,YARD_HOU_01,2025-06-01 10:58:00,2025-06-01 10:58:00,2025-06-01 11:32:47,2025-06-01 11:38:47,buyer,carrier_pickup,34.8,40.8,0,476,5,none,STF010,1,1,equipment_unavailable,clear,midday,Sunday
RET000560,VEH009609,YARD_DAL_01,2025-08-16 08:28:00,2025-08-16 09:01:00,2025-08-16 09:36:03,2025-08-16 09:40:03,carrier,carrier_pickup,35.1,72.1,33,900,2,forklift,STF077,1,1,vehicle_not_found,clear,morning,Saturday
RET000561,VEH005801,YARD_DAL_01,2025-07-09 10:58:00,2025-07-09 11:33:00,2025-07-09 11:44:18,2025-07-09 11:58:18,carrier,carrier_pickup,11.3,60.3,35,499,3,none,STF076,1,1,equipment_unavailable,clear,afternoon,Wednesday
RET000562,VEH002011,YARD_HOU_01,2025-08-25 14:14:00,2025-08-25 14:39:00,2025-08-25 15:13:39,2025-08-25 15:27:39,internal_ops,carrier_pickup,34.7,73.7,25,224,0,none,STF075,1,1,blocked_access,clear,afternoon,Monday
RET000563,VEH000297,YARD_OKC_01,2025-02-17 15:04:00,2025-02-17 15:24:00,2025-02-17 16:13:27,2025-02-17 16:20:27,insurance_partner,carrier_pickup,49.5,76.5,20,1011,4,none,STF001,1,1,weather,clear,midday,Monday
RET000564,VEH005241,YARD_DAL_01,2025-05-03 14:29:00,2025-05-03 14:38:00,2025-05-03 15:18:07,2025-05-03 15:35:07,buyer,carrier_pickup,40.1,66.1,9,1508,3,loader,STF027,1,1,equipment_unavailable,clear,morning,Saturday
RET000565,VEH004648,YARD_OKC_01,2025-07-18 11:44:00,2025-07-18 12:12:00,2025-07-18 13:06:17,2025-07-18 13:20:17,insurance_partner,carrier_pickup,54.3,96.3,28,757,5,forklift,STF052,1,1,weather,storm,midday,Friday
RET000566,VEH000787,YARD_AUS_01,2025-04-27 12:21:00,2025-04-27 12:50:00,2025-04-27 13:27:04,2025-04-27 13:33:04,insurance_partner,carrier_pickup,37.1,72.1,29,796,0,forklift,STF040,1,1,congestion,clear,midday,Sunday
RET000567,VEH005887,YARD_AUS_01,2025-07-18 12:52:00,2025-07-18 13:03:00,2025-07-18 13:59:53,2025-07-18 14:06:53,carrier,customer_pickup,56.9,74.9,11,1582,2,loader,STF002,1,1,blocked_access,clear,morning,Friday
RET000568,VEH000319,YARD_OKC_01,2025-09-29 09:26:00,2025-09-29 09:44:00,2025-09-29 10:04:11,2025-09-29 10:12:11,buyer,customer_pickup,20.2,46.2,18,508,2,none,STF030,1,1,blocked_access,clear,morning,Monday
RET000569,VEH008266,YARD_DAL_01,2025-08-11 09:02:00,2025-08-11 09:18:00,2025-08-11 09:56:57,2025-08-11 10:01:57,buyer,carrier_pickup,39.0,60.0,16,194,6,none,STF020,1,1,vehicle_not_found,clear,afternoon,Monday
RET000570,VEH005267,YARD_HOU_01,2025-08-09 12:45:00,2025-08-09 13:04:00,2025-08-09 13:42:08,2025-08-09 13:54:08,carrier,carrier_pickup,38.1,69.1,19,313,4,none,STF053,1,1,congestion,extreme_heat,midday,Saturday
RET000571,VEH000038,YARD_OKC_01,2025-02-24 14:06:00,2025-02-24 14:19:00,2025-02-24 15:08:46,2025-02-24 15:26:46,buyer,customer_pickup,49.8,80.8,13,358,5,none,STF015,1,1,blocked_access,clear,afternoon,Monday
RET000572,VEH007377,YARD_HOU_01,2025-03-16 10:24:00,2025-03-16 10:44:00,2025-03-16 11:16:33,2025-03-16 11:24:33,carrier,customer_pickup,32.6,60.6,20,712,5,none,STF014,0,1,weather,rain,afternoon,Sunday
RET000573,VEH007348,YARD_OKC_01,2025-09-30 11:25:00,2025-09-30 11:33:00,2025-09-30 12:11:14,2025-09-30 12:24:14,buyer,customer_pickup,38.2,59.2,8,632,2,forklift,STF056,1,1,congestion,snow,afternoon,Tuesday
RET000574,VEH002541,YARD_DAL_01,2025-05-23 15:57:00,2025-05-23 16:00:00,2025-05-23 16:33:10,2025-05-23 16:47:10,buyer,carrier_pickup,33.2,50.2,3,245,3,none,STF067,1,1,equipment_unavailable,clear,morning,Friday
RET000575,VEH002206,YARD_DAL_01,2025-06-14 10:19:00,2025-06-14 10:34:00,2025-06-14 11:09:58,2025-06-14 11:24:58,buyer,carrier_pickup,36.0,66.0,15,894,3,forklift,STF075,1,1,title_issue,clear,afternoon,Saturday
RET000576,VEH008431,YARD_OKC_01,2025-04-26 11:01:00,2025-04-26 11:19:00,2025-04-26 11:46:43,2025-04-26 11:55:43,buyer,carrier_pickup,27.7,54.7,18,682,0,none,STF024,1,1,congestion,clear,afternoon,Saturday
RET000577,VEH002587,YARD_HOU_01,2025-03-17 11:53:00,2025-03-17 12:19:00,2025-03-17 13:24:54,2025-03-17 13:38:54,buyer,carrier_pickup,65.9,105.9,26,917,6,forklift,STF048,1,1,blocked_access,extreme_heat,afternoon,Monday
RET000578,VEH001506,YARD_DAL_01,2025-07-16 12:35:00,2025-07-16 12:48:00,2025-07-16 13:23:41,2025-07-16 13:38:41,buyer,customer_pickup,35.7,63.7,13,263,3,jump_starter,STF052,1,1,equipment_unavailable,clear,morning,Wednesday
RET000579,VEH009157,YARD_DAL_01,2025-06-17 12:59:00,2025-06-17 13:39:00,2025-06-17 13:56:41,2025-06-17 14:00:41,buyer,carrier_pickup,17.7,61.7,40,362,1,none,STF017,1,1,weather,clear,morning,Tuesday
RET000580,VEH009513,YARD_OKC_01,2025-05-06 15:10:00,2025-05-06 15:42:00,2025-05-06 16:09:38,2025-05-06 16:15:38,carrier,carrier_pickup,27.6,65.6,32,737,1,none,STF072,1,1,blocked_access,extreme_heat,afternoon,Tuesday
RET000581,VEH005510,YARD_OKC_01,2025-04-04 16:04:00,2025-04-04 16:06:00,2025-04-04 16:39:41,2025-04-04 16:53:41,buyer,carrier_pickup,33.7,49.7,2,578,0,none,STF034,1,1,blocked_access,rain,midday,Friday
RET000582,VEH004203,YARD_AUS_01,2025-04-26 08:36:00,2025-04-26 08:59:00,2025-04-26 09:34:18,2025-04-26 09:43:18,buyer,customer_pickup,35.3,67.3,23,475,4,none,STF026,1,1,vehicle_not_found,clear,morning,Saturday
RET000583,VEH003133,YARD_OKC_01,2025-06-28 16:56:00,2025-06-28 17:12:00,2025-06-28 17:45:39,2025-06-28 18:02:39,carrier,carrier_pickup,33.7,66.7,16,378,2,none,STF042,1,1,vehicle_not_found,clear,morning,Saturday
RET000584,VEH008817,YARD_AUS_01,2025-06-10 09:18:00,2025-06-10 09:39:00,2025-06-10 10:13:48,2025-06-10 10:22:48,insurance_partner,auction_staging,34.8,64.8,21,423,4,jump_starter,STF071,1,1,equipment_unavailable,clear,midday,Tuesday
RET000585,VEH006554,YARD_DAL_01,2025-05-01 08:23:00,2025-05-01 08:33:00,2025-05-01 08:41:15,2025-05-01 08:58:15,carrier,carrier_pickup,8.3,35.3,10,314,0,jump_starter,STF019,1,0,none,clear,morning,Thursday
RET000586,VEH007458,YARD_OKC_01,2025-01-26 10:54:00,2025-01-26 11:02:00,2025-01-26 11:48:37,2025-01-26 11:52:37,internal_ops,customer_pickup,46.6,58.6,8,707,6,none,STF061,1,1,congestion,clear,morning,Sunday
RET000587,VEH006553,YARD_DAL_01,2025-07-26 16:18:00,2025-07-26 16:33:00,2025-07-26 17:09:58,2025-07-26 17:15:58,carrier,internal_move,37.0,58.0,15,442,2,none,STF042,1,1,equipment_unavailable,clear,afternoon,Saturday
RET000588,VEH006874,YARD_HOU_01,2025-08-14 08:09:00,2025-08-14 08:31:00,2025-08-14 09:12:28,2025-08-14 09:27:28,buyer,carrier_pickup,41.5,78.5,22,710,5,none,STF015,1,1,congestion,extreme_heat,midday,Thursday
RET000589,VEH001480,YARD_HOU_01,2025-04-15 08:25:00,2025-04-15 08:39:00,2025-04-15 09:05:28,2025-04-15 09:20:28,buyer,carrier_pickup,26.5,55.5,14,627,4,jump_starter,STF003,1,1,weather,storm,afternoon,Tuesday
RET000590,VEH004432,YARD_DAL_01,2025-08-09 14:25:00,2025-08-09 14:40:00,2025-08-09 15:29:08,2025-08-09 15:47:08,buyer,customer_pickup,49.1,82.1,15,774,3,none,STF060,1,1,blocked_access,rain,morning,Saturday
RET000591,VEH000300,YARD_AUS_01,2025-05-17 13:35:00,2025-05-17 13:43:00,2025-05-17 14:31:09,2025-05-17 14:47:09,carrier,customer_pickup,48.2,72.2,8,957,1,none,STF008,1,1,title_issue,clear,morning,Saturday
RET000592,VEH002069,YARD_DAL_01,2025-05-02 08:52:00,2025-05-02 09:10:00,2025-05-02 09:38:15,2025-05-02 09:45:15,carrier,carrier_pickup,28.3,53.3,18,465,4,none,STF019,1,1,title_issue,extreme_heat,morning,Friday
RET000593,VEH003388,YARD_HOU_01,2025-03-03 14:24:00,2025-03-03 14:52:00,2025-03-03 15:19:15,2025-03-03 15:37:15,internal_ops,carrier_pickup,27.3,73.3,28,327,4,none,STF005,1,1,weather,clear,afternoon,Monday
RET000594,VEH005259,YARD_AUS_01,2025-09-06 11:44:00,2025-09-06 12:15:00,2025-09-06 13:00:46,2025-09-06 13:07:46,buyer,carrier_pickup,45.8,83.8,31,783,4,none,STF045,1,1,weather,clear,midday,Saturday
RET000595,VEH006620,YARD_DAL_01,2025-04-11 13:23:00,2025-04-11 13:28:00,2025-04-11 13:52:23,2025-04-11 13:59:23,buyer,carrier_pickup,24.4,36.4,5,436,1,jump_starter,STF019,1,0,none,clear,midday,Friday
RET000596,VEH000278,YARD_HOU_01,2025-03-26 14:29:00,2025-03-26 14:50:00,2025-03-26 15:22:58,2025-03-26 15:26:58,carrier,carrier_pickup,33.0,58.0,21,274,3,none,STF070,1,1,vehicle_not_found,clear,afternoon,Wednesday
RET000597,VEH001093,YARD_HOU_01,2025-04-06 15:18:00,2025-04-06 15:30:00,2025-04-06 15:57:21,2025-04-06 16:04:21,insurance_partner,carrier_pickup,27.4,46.4,12,901,0,none,STF004,1,1,weather,clear,midday,Sunday
RET000598,VEH004519,YARD_AUS_01,2025-03-01 14:13:00,2025-03-01 14:26:00,2025-03-01 14:58:25,2025-03-01 15:12:25,insurance_partner,carrier_pickup,32.4,59.4,13,547,3,none,STF076,1,1,blocked_access,rain,afternoon,Saturday
RET000599,VEH006088,YARD_DAL_01,2025-06-12 13:43:00,2025-06-12 14:01:00,2025-06-12 15:05:34,2025-06-12 15:17:34,internal_ops,customer_pickup,64.6,94.6,18,1067,6,forklift,STF009,1,1,congestion,rain,afternoon,Thursday
RET000600,VEH006121,YARD_DAL_01,2025-08-13 15:46:00,2025-08-13 15:56:00,2025-08-13 16:23:53,2025-08-13 16:38:53,insurance_partner,carrier_pickup,27.9,52.9,10,878,0,none,STF014,1,1,congestion,clear,midday,Wednesday
RET000601,VEH003105,YARD_DAL_01,2025-07-23 15:34:00,2025-07-23 15:44:00,2025-07-23 16:45:41,2025-07-23 16:51:41,carrier,carrier_pickup,61.7,77.7,10,809,4,forklift,STF074,1,1,vehicle_not_found,clear,morning,Wednesday
RET000602,VEH007616,YARD_DAL_01,2025-01-13 10:18:00,2025-01-13 10:41:00,2025-01-13 11:02:52,2025-01-13 11:09:52,insurance_partner,customer_pickup,21.9,51.9,23,657,0,none,STF048,1,1,weather,clear,midday,Monday
RET000603,VEH000449,YARD_OKC_01,2025-09-05 11:49:00,2025-09-05 11:56:00,2025-09-05 12:40:51,2025-09-05 12:45:51,insurance_partner,carrier_pickup,44.9,56.9,7,597,3,none,STF036,1,1,congestion,clear,morning,Friday
RET000604,VEH001893,YARD_OKC_01,2025-03-31 16:51:00,2025-03-31 17:29:00,2025-03-31 18:32:21,2025-03-31 18:39:21,carrier,carrier_pickup,63.4,108.4,38,583,7,none,STF055,1,1,congestion,extreme_heat,morning,Monday
RET000605,VEH007476,YARD_AUS_01,2025-06-03 14:31:00,2025-06-03 14:44:00,2025-06-03 15:19:41,2025-06-03 15:36:41,buyer,carrier_pickup,35.7,65.7,13,892,1,none,STF020,1,1,vehicle_not_found,clear,morning,Tuesday
RET000606,VEH005542,YARD_HOU_01,2025-01-31 15:13:00,2025-01-31 15:34:00,2025-01-31 16:09:35,2025-01-31 16:23:35,insurance_partner,carrier_pickup,35.6,70.6,21,705,3,none,STF071,1,1,equipment_unavailable,clear,afternoon,Friday
RET000607,VEH003903,YARD_OKC_01,2025-06-23 16:20:00,2025-06-23 16:49:00,2025-06-23 17:20:01,2025-06-23 17:32:01,buyer,carrier_pickup,31.0,72.0,29,541,0,none,STF006,1,1,blocked_access,clear,morning,Monday
RET000608,VEH008306,YARD_DAL_01,2025-05-05 10:33:00,2025-05-05 10:42:00,2025-05-05 11:10:52,2025-05-05 11:16:52,buyer,carrier_pickup,28.9,43.9,9,572,0,none,STF017,0,1,blocked_access,clear,afternoon,Monday
RET000609,VEH003332,YARD_AUS_01,2025-06-17 11:02:00,2025-06-17 11:33:00,2025-06-17 12:08:11,2025-06-17 12:25:11,insurance_partner,internal_move,35.2,83.2,31,670,5,none,STF018,1,1,congestion,rain,morning,Tuesday
RET000610,VEH008357,YARD_DAL_01,2025-08-31 16:12:00,2025-08-31 16:36:00,2025-08-31 17:28:31,2025-08-31 17:43:31,internal_ops,internal_move,52.5,91.5,24,602,3,none,STF047,1,1,blocked_access,storm,midday,Sunday
RET000611,VEH005480,YARD_DAL_01,2025-10-06 09:32:00,2025-10-06 09:42:00,2025-10-06 09:47:54,2025-10-06 10:00:54,buyer,carrier_pickup,5.9,28.9,10,318,0,none,STF061,1,0,none,clear,morning,Monday
RET000612,VEH009589,YARD_AUS_01,2025-08-13 13:37:00,2025-08-13 13:57:00,2025-08-13 14:35:00,2025-08-13 14:43:00,internal_ops,carrier_pickup,38.0,66.0,20,468,3,none,STF078,1,1,vehicle_not_found,rain,midday,Wednesday
RET000613,VEH008381,YARD_OKC_01,2025-06-02 12:22:00,2025-06-02 12:41:00,2025-06-02 13:09:11,2025-06-02 13:16:11,buyer,auction_staging,28.2,54.2,19,792,0,none,STF035,1,1,congestion,clear,morning,Monday
RET000614,VEH000588,YARD_OKC_01,2025-06-10 08:15:00,2025-06-10 08:37:00,2025-06-10 08:50:54,2025-06-10 08:58:54,carrier,internal_move,13.9,43.9,22,507,1,none,STF060,1,0,none,clear,morning,Tuesday
RET000615,VEH000435,YARD_AUS_01,2025-03-09 08:46:00,2025-03-09 08:57:00,2025-03-09 09:42:15,2025-03-09 10:00:15,insurance_partner,internal_move,45.3,74.3,11,412,5,none,STF022,1,1,blocked_access,clear,midday,Sunday
RET000616,VEH002357,YARD_AUS_01,2025-03-08 13:21:00,2025-03-08 13:26:00,2025-03-08 13:49:07,2025-03-08 14:06:07,internal_ops,customer_pickup,23.1,45.1,5,733,4,none,STF049,1,1,equipment_unavailable,rain,morning,Saturday
RET000617,VEH001110,YARD_DAL_01,2025-05-22 14:01:00,2025-05-22 14:20:00,2025-05-22 14:55:10,2025-05-22 15:02:10,carrier,carrier_pickup,35.2,61.2,19,673,3,none,STF076,1,1,congestion,clear,midday,Thursday
RET000618,VEH009298,YARD_OKC_01,2025-09-12 15:15:00,2025-09-12 15:34:00,2025-09-12 16:25:54,2025-09-12 16:37:54,buyer,carrier_pickup,51.9,82.9,19,698,5,none,STF065,1,1,weather,clear,evening,Friday
RET000619,VEH005883,YARD_HOU_01,2025-02-26 16:20:00,2025-02-26 16:41:00,2025-02-26 17:35:53,2025-02-26 17:51:53,carrier,carrier_pickup,54.9,91.9,21,603,6,forklift,STF058,1,1,congestion,clear,afternoon,Wednesday
RET000620,VEH007423,YARD_AUS_01,2025-08-16 08:56:00,2025-08-16 09:19:00,2025-08-16 09:54:00,2025-08-16 10:01:00,insurance_partner,internal_move,35.0,65.0,23,696,5,none,STF069,1,1,congestion,clear,morning,Saturday
RET000621,VEH007388,YARD_DAL_01,2025-04-18 14:54:00,2025-04-18 14:55:00,2025-04-18 15:28:19,2025-04-18 15:36:19,carrier,customer_pickup,33.3,42.3,1,340,2,jump_starter,STF058,1,1,equipment_unavailable,clear,morning,Friday
RET000622,VEH005678,YARD_DAL_01,2025-10-02 15:04:00,2025-10-02 15:28:00,2025-10-02 16:19:29,2025-10-02 16:32:29,carrier,carrier_pickup,51.5,88.5,24,1024,6,forklift,STF075,1,1,blocked_access,clear,midday,Thursday
RET000623,VEH003296,YARD_DAL_01,2025-08-08 14:44:00,2025-08-08 15:00:00,2025-08-08 15:57:11,2025-08-08 16:01:11,insurance_partner,carrier_pickup,57.2,77.2,16,630,4,none,STF056,1,1,blocked_access,rain,afternoon,Friday
RET000624,VEH004856,YARD_HOU_01,2025-09-28 15:51:00,2025-09-28 16:19:00,2025-09-28 16:53:05,2025-09-28 16:59:05,internal_ops,carrier_pickup,34.1,68.1,28,757,3,none,STF037,1,1,congestion,clear,afternoon,Sunday
RET000625,VEH008279,YARD_OKC_01,2025-03-11 09:06:00,2025-03-11 09:21:00,2025-03-11 09:58:21,2025-03-11 10:06:21,insurance_partner,carrier_pickup,37.4,60.4,15,312,3,none,STF008,1,1,blocked_access,rain,midday,Tuesday
RET000626,VEH004035,YARD_HOU_01,2025-07-18 08:28:00,2025-07-18 08:32:00,2025-07-18 09:10:58,2025-07-18 09:19:58,carrier,carrier_pickup,39.0,52.0,4,393,2,none,STF045,1,1,congestion,clear,morning,Friday
RET000627,VEH003913,YARD_HOU_01,2025-07-20 10:08:00,2025-07-20 10:23:00,2025-07-20 10:46:21,2025-07-20 10:53:21,buyer,carrier_pickup,23.4,45.4,15,592,4,jump_starter,STF019,1,1,vehicle_not_found,clear,morning,Sunday
RET000628,VEH009068,YARD_HOU_01,2025-02-23 14:33:00,2025-02-23 14:49:00,2025-02-23 15:25:06,2025-02-23 15:41:06,buyer,internal_move,36.1,68.1,16,1424,4,forklift,STF044,0,1,weather,clear,afternoon,Sunday
RET000629,VEH008189,YARD_OKC_01,2025-08-26 10:58:00,2025-08-26 11:14:00,2025-08-26 12:11:17,2025-08-26 12:24:17,carrier,carrier_pickup,57.3,86.3,16,532,5,tow_truck,STF059,1,1,blocked_access,clear,afternoon,Tuesday
RET000630,VEH007333,YARD_DAL_01,2025-06-17 16:03:00,2025-06-17 16:20:00,2025-06-17 16:53:59,2025-06-17 17:11:59,buyer,customer_pickup,34.0,69.0,17,936,0,none,STF071,1,1,blocked_access,clear,morning,Tuesday
RET000631,VEH003384,YARD_DAL_01,2025-05-25 08:32:00,2025-05-25 08:52:00,2025-05-25 09:19:04,2025-05-25 09:30:04,insurance_partner,carrier_pickup,27.1,58.1,20,445,4,none,STF049,1,1,blocked_access,clear,midday,Sunday
RET000632,VEH002472,YARD_OKC_01,2025-01-24 13:12:00,2025-01-24 13:32:00,2025-01-24 14:29:21,2025-01-24 14:38:21,buyer,customer_pickup,57.4,86.4,20,753,8,none,STF017,1,1,weather,clear,morning,Friday
RET000633,VEH008392,YARD_HOU_01,2025-08-11 13:12:00,2025-08-11 13:35:00,2025-08-11 14:48:24,2025-08-11 14:53:24,buyer,carrier_pickup,73.4,101.4,23,603,9,forklift,STF077,1,1,blocked_access,clear,afternoon,Monday
RET000634,VEH009771,YARD_DAL_01,2025-03-09 12:39:00,2025-03-09 12:53:00,2025-03-09 13:26:34,2025-03-09 13:38:34,buyer,customer_pickup,33.6,59.6,14,596,2,none,STF067,1,1,congestion,storm,morning,Sunday
RET000635,VEH009564,YARD_AUS_01,2025-08-01 13:19:00,2025-08-01 13:40:00,2025-08-01 13:49:04,2025-08-01 13:59:04,carrier,customer_pickup,9.1,40.1,21,368,0,none,STF069,1,0,none,extreme_heat,midday,Friday
RET000636,VEH006720,YARD_AUS_01,2025-06-25 15:48:00,2025-06-25 16:23:00,2025-06-25 17:18:29,2025-06-25 17:25:29,carrier,customer_pickup,55.5,97.5,35,900,6,forklift,STF069,1,1,congestion,clear,afternoon,Wednesday
RET000637,VEH000837,YARD_HOU_01,2025-09-14 13:51:00,2025-09-14 14:26:00,2025-09-14 15:08:07,2025-09-14 15:20:07,carrier,carrier_pickup,42.1,89.1,35,711,5,forklift,STF067,1,1,equipment_unavailable,clear,morning,Sunday
RET000638,VEH005202,YARD_HOU_01,2025-02-23 12:26:00,2025-02-23 12:41:00,2025-02-23 13:14:33,2025-02-23 13:26:33,buyer,carrier_pickup,33.6,60.6,15,663,0,forklift,STF003,1,1,blocked_access,clear,morning,Sunday
RET000639,VEH001463,YARD_DAL_01,2025-03-11 08:34:00,2025-03-11 09:02:00,2025-03-11 09:50:13,2025-03-11 10:05:13,carrier,internal_move,48.2,91.2,28,359,4,none,STF058,1,1,weather,storm,morning,Tuesday
RET000640,VEH008515,YARD_DAL_01,2025-07-13 15:17:00,2025-07-13 15:27:00,2025-07-13 16:02:40,2025-07-13 16:13:40,carrier,carrier_pickup,35.7,56.7,10,775,3,none,STF025,1,1,equipment_unavailable,clear,morning,Sunday
RET000641,VEH003987,YARD_OKC_01,2025-09-02 09:02:00,2025-09-02 09:27:00,2025-09-02 10:24:37,2025-09-02 10:39:37,insurance_partner,auction_staging,57.6,97.6,25,396,7,none,STF042,1,1,congestion,clear,evening,Tuesday
RET000642,VEH009341,YARD_AUS_01,2025-03-27 13:08:00,2025-03-27 13:16:00,2025-03-27 13:44:47,2025-03-27 13:55:47,buyer,auction_staging,28.8,47.8,8,404,2,none,STF040,1,1,weather,extreme_heat,afternoon,Thursday
RET000643,VEH003448,YARD_AUS_01,2025-08-06 10:55:00,2025-08-06 11:04:00,2025-08-06 11:38:01,2025-08-06 11:53:01,insurance_partner,carrier_pickup,34.0,58.0,9,578,2,none,STF065,1,1,title_issue,clear,evening,Wednesday
RET000644,VEH003619,YARD_OKC_01,2025-09-04 10:13:00,2025-09-04 10:27:00,2025-09-04 11:04:23,2025-09-04 11:20:23,carrier,customer_pickup,37.4,67.4,14,594,2,none,STF006,1,1,blocked_access,rain,morning,Thursday
RET000645,VEH004458,YARD_DAL_01,2025-03-18 15:01:00,2025-03-18 15:01:00,2025-03-18 15:37:27,2025-03-18 15:46:27,buyer,carrier_pickup,36.5,45.5,0,352,3,none,STF079,1,1,title_issue,clear,morning,Tuesday
RET000646,VEH002760,YARD_OKC_01,2025-08-18 13:32:00,2025-08-18 13:46:00,2025-08-18 14:33:13,2025-08-18 14:37:13,carrier,carrier_pickup,47.2,65.2,14,1036,2,forklift,STF005,1,1,blocked_access,rain,morning,Monday
RET000647,VEH006355,YARD_DAL_01,2025-06-03 12:27:00,2025-06-03 12:35:00,2025-06-03 13:27:23,2025-06-03 13:37:23,insurance_partner,carrier_pickup,52.4,70.4,8,884,5,forklift,STF057,1,1,equipment_unavailable,clear,afternoon,Tuesday
RET000648,VEH004511,YARD_HOU_01,2025-04-18 14:22:00,2025-04-18 14:52:00,2025-04-18 15:43:03,2025-04-18 16:01:03,insurance_partner,customer_pickup,51.1,99.1,30,676,6,none,STF077,1,1,blocked_access,clear,midday,Friday
RET000649,VEH003282,YARD_AUS_01,2025-07-06 13:29:00,2025-07-06 13:38:00,2025-07-06 13:52:44,2025-07-06 13:59:44,carrier,customer_pickup,14.7,30.7,9,327,0,none,STF052,1,0,none,clear,evening,Sunday
RET000650,VEH008259,YARD_OKC_01,2025-05-01 08:05:00,2025-05-01 08:23:00,2025-05-01 09:16:43,2025-05-01 09:33:43,carrier,carrier_pickup,53.7,88.7,18,714,5,none,STF076,1,1,equipment_unavailable,clear,afternoon,Thursday
RET000651,VEH006732,YARD_AUS_01,2025-08-25 11:19:00,2025-08-25 11:39:00,2025-08-25 12:23:57,2025-08-25 12:34:57,buyer,customer_pickup,45.0,76.0,20,474,3,none,STF079,1,1,blocked_access,clear,afternoon,Monday
RET000652,VEH006506,YARD_HOU_01,2025-04-12 12:05:00,2025-04-12 12:16:00,2025-04-12 12:32:34,2025-04-12 12:41:34,insurance_partner,carrier_pickup,16.6,36.6,11,398,1,none,STF069,1,0,none,rain,midday,Saturday
RET000653,VEH005682,YARD_OKC_01,2025-07-20 15:19:00,2025-07-20 15:22:00,2025-07-20 15:44:02,2025-07-20 15:51:02,carrier,customer_pickup,22.0,32.0,3,707,2,jump_starter,STF070,1,0,none,clear,afternoon,Sunday
